prefix1,prefix2,prefix3,prefix4,prefix5,prefix6,prefix7,prefix8,prefix9,prefix10,prefix11,prefix12,prefix13,prefix14,prefix15,prefix16,prefix17,prefix18,prefix19,prefix20,session_id,label,situation,gen1,gen2,gen3,gen4,fixed
"[supporter] Hi there, how's your day?",[seeker] Pretty ok but quite frustrating,[seeker] How about you?,[supporter] What is it you're feeling frustrated about? I am happy to listen.,[seeker] I'm frustrated I didn't start my work. It seems like it is straightforward but for some reason I can't seem to start,[supporter] Would you like to tell me what sort of work it is? Perhaps I can help.,[seeker] I need to analyze some data to get some information out of it.,"[supporter] Ah that does not sound like my sort of thing. Why is it you're having trouble starting, do you think?",[seeker] I am afraid to not be able to get the results i want,"[supporter] Well, I guess you could say that you won't get any results if you don't try though? :)",[seeker] Very true. But the just getting started part gives me anxiety,[supporter] Do you think that the anxiety might have another cause - you might have general problems with anxiety?,"[seeker] Hmm, probably. I should probably find ways to help myself. Any tips?","[supporter] Well, I have heard of a thing called Mindfulness but I have never tried it myself. It sounds like it might be very effective though",,,,,,,983,V3,"I keep putting of my work because I'm afraid i'll fail at it. I just need to process the data, but I don't know why I keep putting it off. I feel angry at myself",The deadline is coming and my manager is expecting results. Part of me wants to do only the core analysis first. Part of me wants to tackle everything and stop feeling behind.,"When fear and deadlines collide, avoidance can kick in even when you care a lot.","This week is the crunch. Do I deliver the most important pieces first, or break it into small steps and work through everything steadily?",I can understand why you feel stuck and frustrated with yourself.,TRUE
[seeker] Basically because I can not at least have the nise of the people around me at times,"[supporter] I WFH as well. It can be very liberating, but oftentimes I feel lonely too.",[supporter] Do you have more than one job that you do at home?,[seeker] The only connection we have is like this,[seeker] I try to write for a company. Personal views,[seeker] My current living arrangements does not help either.,"[supporter] I know that it's really difficult right now, but it seems that the virus is going to get better in the new year. We need to push through these next few months and then it will be over.",[seeker] Do you feel that way?,[seeker] Are you taking the vaccine,"[supporter] Yes, I do feel that way. And yes I will take the vaccine.",[seeker] I won't take the shot,[seeker] I don't trust teh vaccine as it has side affects,"[supporter] Apparently, the side effects are usually minimal and temporary if you have them at all. The people that are having severe reactions have had issues with vaccines previously. I would keep an open mind. It might help to ease your anxiety about the future.",,,,,,,,565,V3,My company is going through a restructure and i am worried about my job,"This restructure has me on edge. One part of me wants to start applying elsewhere right away, and another part wants to double down on skill building so I am stronger no matter what happens.","Change at work can shake your sense of safety, so it makes sense your mind is scanning for the smartest move.","The next few days will shape your direction. Do you put energy into applications, or choose a skill to strengthen first so you feel less vulnerable?",I can see why this uncertainty is stressful and hard to sit with.,TRUE
[seeker] I've lost my job due to COVID and I'm really worried.,[supporter] That is so difficult because you lost your job. What are your goals at this point?,"[seeker] I want to look for a new job, but I'm worried about being out with COVID.",[supporter] I see that you are worried because working in an environment while dealing with COVID is scary.,[seeker] I don't know where to begin.,[supporter] Are you interested or open to looking for a different career path?,[seeker] Not particularly but I am open to it.,"[supporter] I can see that it is stressful looking into another career path, but you have work experience which will help you on that path if you choose that.",[seeker] Where do I begin to look for new jobs?,[supporter] Often times career centers can help you to find job opportunities or perhaps online college could be an option if you want to further your education.,[seeker] Those sound like great ideas some of which I hadn't thought about before.,[supporter] I had a college degree but found out my career wasn't working out financially.  Online college became a lifesaver because I could have the flexibility of being at home.  You don't have to be  exposed to COVID when doing online work or college options.,,,,,,,,,420,V3,Just the virus and loneliness. Isolation,"Lately the isolation is getting heavy. I want to reach out, but I worry I will come off as needy or interrupt people who are dealing with their own stuff.","Feeling lonely and hesitating to reach out often go together, especially when you do not want to burden anyone.","Before the week wraps up, do you try a phone call for a deeper chat, or start with a simple text to test the waters?",I can understand why you feel hesitant and unsure about reaching out.,TRUE
"[seeker] Yes, they aren't taking COVID seriously.","[supporter] Oh that is so hard. I have family that isn't taking COVID seriously as well, and its so frustrating to see. Are you able to talk to them about your concerns?","[seeker] Yes but they get angry with me. I don't know how to get through to them,",[supporter] Some people express their frustrations in certain ways. Do you think there is another way to communicate with them? It's also okay to stand up for yourself and stand by what you feel is right.,[seeker] I really don't know I just haven't been seeing them at all but I see through social media that they have large parties but I do feel left out.,[seeker] It's a weird dynamic.,"[supporter] It sounds like you're finding it hard to balance the isolation you feel during this pandemic, while you know it's the safest option, with the social gatherings your friends are having. Does that sound right?",[seeker] That's exactly right.,[supporter] that is such a hard position to be in. it sounds like you are doing your best by choosing to be safe and keep your distance.,[seeker] I'd like to think so but I wish they would too. It's hard to know what is right.,"[supporter] I have found that having vitural movie nights, or going on socially distanced walks with my pals has been so helpful with staying connected. Is this something you think your friends would be willing to try?","[seeker] Yes, but they'll have their BBQs and parties anyway. They are having a group Thanksgiving and there will be a lot of people there. My husband and I feel bad that we aren't going, but we also know it isn't smart.","[supporter] I think a lot of people are going by the notion that you can't live your life in fear, and that they're going to have these big family gathering regardless of what is happening with COVID. The stats have shown that after holidays the cases have surged, for example, memorial day, 4th of July, labor day. But I think its important to remember the bigger picture that peoples lives are literally at stake and the people that disregard need to be more aware.","[seeker] We feel like after this is all over, they will still remind us that we were standoffish during this time.","[seeker] And I agree. The longer we put it off and don't take it seriously,  the longer it will last.","[supporter] Can you tell them that that just isn't the case? You and your husband are making the right choice by staying home for the safety of yourselves and others. If I am correct, it has nothing to do with the fact that you don't want to see your pals and family!",[supporter] From chatting with you it sounds like your relationships with these people is incredibly important to you.,,,,624,V3,My job shut down due to COVID and I've lost a lot of income,"The income drop is stressing me out. I can apply within my current field where I have experience, or pivot to something new that might be more stable but would take time to break into.","When bills are pressing, it makes sense to want the fastest path while still thinking about long term stability.","With expenses coming up soon, do you aim for roles you already qualify for, or spend time exploring a new sector that could offer better security?",It makes sense you’re feeling pressured and uncertain about the next step.,TRUE
[seeker] I recently discovered some discrepancies in my paycheck.  I am not sure what to do to correct the situation.  I am just so upset right now.,[supporter] I can definitely understand why this could make someone upset. What are you considering doing about the situation?,[seeker] I'm not sure.  I thought about quitting but I have been working there for over 7 years.  I haven't even told my boss yet.,[supporter] That sounds really tough. Sometimes people who are in your situation find it comforting to talk to someone they are close with . What do you think about this?,[seeker] I think that could be helpful.  I might call my sister and ask her advice.  It is probably not a good idea to quit my job.,"[supporter] It sounds like your sister might be able to help you figure out this situation. It can always be helpful to make a list of pros and cons about the situation. You originally said you were angry because of a discrepancy with your paycheck, but on the other hand it sounds like you are considering quitting your job altogether. What are your thoughts about this?",[seeker] Wow that is a great idea.  A list of pros and cons might help me decide if I should stay there.  I think I will make one today.  I also need to tell my boss.  Maybe it was just a clerical error.  I hope I'm not reading too much into it.,[supporter] It always seems easy to read to much into things. Another suggestion is to think about how the clerical error happened. Was it because of your boss? Or perhaps just an accident?,[seeker] That is what I am unsure about.  I think I have to tell my boss so they can look into this issue.  I hope my sister is able to give me some good advice about what to say!,[supporter] It sounds like you are wanting to tell your boss about this. How do you imagine you will go about telling your boss?,"[seeker] I think he will be apologetic.  He has always treated me fairly.  It is difficult for me to put my anger aside sometimes, which is why I have not said anything yet.  I am afraid I will not remain calm and might say something mean to him.  That would be terrible.",[supporter] It sounds like you are nervous about saying something mean. What do you think would be helpful for you to do do in order to prepare? Some people in your situation might find it helpful to role-play with someone.,[seeker] Yes!  That is a wonderful suggestion!  Maybe I can ask my sister to pretend to be my boss when I talk with her.  I m,[seeker] OOPS!  I mean to say I'm sure she would be happy to help.,"[supporter] That sounds like a great idea! Then when you actually talk with your boss, it will be easier since you already talked about it with your sister.",[seeker] Yes you are right.  I am so glad you suggested that!  I think the pros and cons list will help me a lot also.  I feel less angry now that I have a plan.  :),[supporter] It sounds like you have a great plan in place! I'm glad to hear you are feeling less angry now! :),"[seeker] I was so angry, I could not see the situation any differently.  Thank you so much for helping me make a plan.","[supporter] I can understand how you feel. Sometimes I let my anger get the best of me, but it is always important to remember to stay calm and think about your options and have a plan!",[supporter] I hope things go well for you!,628,V3,My friends are  not taking the current pandemic seriously and often have get togethers,"I want to keep the friendship, but I also want to protect my health and my husbands. If I keep declining invites, I fear they will drift away. If I go, I feel unsafe.",It is stressful when your values around safety do not match your social circle and you feel stuck either way.,"Before Thanksgiving, do you call and explain your concerns clearly, or keep it quiet and skip the gathering to avoid an argument?",I can see why you feel torn between safety and keeping the peace.,TRUE
[seeker] amazon,[supporter] There are plenty of jobs for freelance writers. Consider freelance content writing.,"[supporter] What do you want to do as a Work From Home, Option?","[seeker] sure, I will. It has to be my native language though, i dont think they will hire me as an English writer",[supporter] What is your native language?,[seeker] anything but something really stressful,[supporter] You are not originally from the USA?,[seeker] I am from USA but I don't speak English perfectly,[seeker] I wish I did but certainly writing is something I like,"[supporter] Ok, you could be a tutor in your language for those who are native Engrish speakers.",[seeker] I could write a book and self publish,"[seeker] yes! I thought about it, I should do it",[supporter] I believe that it could be a new career option.,[seeker] yes,[supporter] I believe that you can succeed for sure.,"[seeker] thanks, I will try to find some providers",[supporter] The key to success is having a positive attitude and believing in yourself.,[seeker] or I could start doing that on my own,[seeker] Awesome. I will keep in mind and I agree with you,[supporter] I did the self-publishing route a long time ago. I gave me conifdence to succeed.,1198,V3,I found out that my boss has not been paying me accurately.   I am so upset because I don't know what to do.  I feel like I should quit,"I keep replaying how to bring it up. If I am direct, it could get tense. If I wait, another paycheck could be wrong and I will feel even more taken advantage of.","Being shorted on pay is a real breach of trust, so your anger and urgency make a lot of sense.","Before the next payroll, do you address the discrepancy head on, or request a formal meeting so you can walk through the numbers calmly?",I can understand why you feel upset and conflicted about how to handle it.,TRUE
"[seeker] Not so great today to be honest, have been trying to think of things I can do to make my life having meaning but I am struggling","[supporter] I hear you, it's difficult to feel good when we are struggling. What are you struggling with?","[seeker] I just feel so sad all the time, I don't know how to snap out of it",[supporter] I'm sorry you're sad. Do you know what is making you feel so sad?,"[seeker] No, there doesn't seem to be any real reason, it's just a general feeling. I think that's why I'm finding it so hard to understand what to do to make myself feel better","[supporter] I hear you, sometimes life gets overwhelming. What has made you happy in the past?","[seeker] I guess maybe having something to do in my spare time, I used to go to the gym a lot but now I don't. Maybe I should try doing some exercise  in the evenings","[supporter] Yes sometimes if you focus on a goal, you will feel accomplished, so you can focus on another goal.",[supporter] Do you have a place where you can exercise safely in the evenings?,"[seeker] Yeah maybe. I think that's part of the problem, I have no goals, I feel like my life has no real purpose or meaning.",[seeker] I do... I luckily live quite close to a nice cycle path that is surrounded by fields and woods,"[supporter] I bet if you try one goal, like exercise, you will be able to start on other goals and start to feel better","[seeker] Yeah maybe, I'm not very good at running though, I do worry if I find it hard I will feel like I've failed and then won't want to do it again","[supporter] You don't have to run, you could walk, that's good exercise. The cycle path sounds like a great place to do it at.","[seeker] Yeah that's true. I do tend to go straight for the most difficult option sometimes! A walk is probably a nice thing to do, especially now the flowers are all starting to come out",[supporter] And being out in nature has a way of restoring something basic in us.,"[seeker] Yeah, I do like being outside. Sometimes I can go days without leaving the house so it will probably help to go outside",[supporter] Do you meditate?,"[seeker] I don't, it's not something I have ever tried. Do you think it might help?","[supporter] Yes, it's great to take a few minutes to quiet your mind and appreciate being in the now.",49,V3,Looking for an online job. hard to find one. too competitive,My writing feels stalled because I cannot pick a platform. Self publishing on Amazon is faster. Pitching to a traditional publisher feels more validating but slower and uncertain.,It is understandable to feel stuck when both options matter to you and each one has a different kind of risk.,"Over the next week, do you launch something yourself and learn by doing, or spend time preparing pitches and try the traditional route first?",I can see why choosing a path feels stressful when both carry risk.,TRUE
[seeker] hello is anyone here?,"[supporter] Sorry, How are you doing today?",[seeker] i am okay i guess,[supporter] Do you want to talk about whats going on?,[seeker] yeah well basically i'm stressed up at work and i can't any any new job,"[supporter] Oh, whats going on at work?",[seeker] we usually help 10 to 15 customers a day and the amount of work has increased so i'm very stressed,[supporter] Oh im sorry to hear that. Holiday times can make many jobs really hard. Maybe you should look into treating yourself to something as a reward?,[seeker] no that would be bad since i need the money,"[supporter] OH i meant i think we have had enough, But ill keep going cause im in the same boat as you on that front.","[seeker] we need at least 10 turns (two messages per turn), so what advice do you have for me?","[supporter] Well id get your favorite food, pop on your favorite show, and just try to forget about work for now.",[seeker] that's not really helpful since it won't really solve the problem,[supporter] It wont help the problem at work. It might help your mindset though. I think the only way your work situation would be helped would be by hiring more staff to ease the burden.,[seeker] hopefully this goes away after the end of christmas,[supporter] Yea im sure it will hopefully get back to normal for you,[seeker] i think i will also reduce my workload my boss always says i do the work of 3 people. and i will ask for a day off,[supporter] Oh i didnt know you were able to do that. Definitely take a day for yourself!,,,1119,V3,"I just feel really depressed all the time, I feel like my life has no meaning","Work deadlines keep piling up and it feels like there is no space to take care of myself. Evenings are the only time I could exercise, but I feel wiped out and guilty for not doing more.","When you feel empty and overworked, even helpful routines can feel impossible to start, so this conflict makes sense.","Tomorrow is close. Do you put your limited energy into finishing the project first, or carve out a short workout to stabilize your mood even if work moves slower?","I hear how exhausting this is, and it makes sense you feel stuck.",TRUE
[seeker] my stress  level  very high in some time,[supporter] I understand. Trying some options to work through stress can be very helpful for you.,[seeker] ooh,[seeker] try in some option work,"[supporter] Yes, we all have stress. Learning to deal with it is the key!",[seeker] my children  carrying  important,[seeker] another  work choice  some late,[supporter] You have children? How many?,[seeker] two,[supporter] They are a blessing!,[seeker] Thank you,[supporter] Absolutely!,,,,,,,,,584,V3,i am very stressed at work so i have started to look for a new job but can't find anything,"The holiday season is ramping up and my workload is getting worse. I feel like I can either ask my boss to lighten it, or keep searching for a new job and mentally check out from this one.",It makes sense to feel trapped when the current job is draining you and the exit options are not showing up yet.,"As the week ends, do you ask for workload changes to prevent burnout, or shift your focus to leaving and treat this job as temporary?",I can understand why this feels overwhelming and hard to choose.,TRUE
[supporter] trust me the first economics test I took I got a 55% it did not come naturally to me,[seeker] It is not easy! What kind of work are you wanting to do when you are finished with college?,"[supporter] Urban planning, what do you do for work?","[seeker] that is cool! I was a vet tech for 8 years before having children, Then once my kids started elementary school, I was the child nutrition manager and ran their schools cafeteria. Since covid, I have not worked and I home school them.",[seeker] I miss working with animals!,[supporter] I love animals I have a cat! His name is lucky,"[seeker] That is a cute name! I have a dog named Mamoa, he was a rescue from the Nashville Tornado that happened a year ago!",[supporter] Wow do animals help with your stress?,"[seeker] he is a pitbull mix, we are not sure what he is mixed with, id guess a lab",[seeker] yes very much so,[seeker] I see him as my therapist lol,[supporter] I have never had any dogs before but I see my cat as a therapist too,[seeker] he also has anxiety from all he has been through so we are clingy to each other,[seeker] I am glad you have Lucky for that!,[supporter] You should take him on walks it would probably reduce anxiety for the both of you!,[seeker] That is a great idea! I take him to state parks on trails sometimes when the weather is nice. I really need to make it a daily thing,[seeker] Should we end this convo?,[seeker] Ive never done one of these before,[supporter] me either but i think we have enough data,[supporter] you have to end it because you're the peer,265,V3,lot of problems in my working  climate.my supervisor  is very strict  and angry  man. any problem  create  in lot of issues  in work place,"His anger makes me tense all day. I am behind on a project, and at the same time my children need me. I feel pulled between finishing work and being present at home.","When home needs and a harsh work environment collide, it is understandable to feel like you cannot win.","With tomorrow coming fast, do you push to finish the project first, or take a day off for your kids even if it risks your supervisors reaction?",It makes sense you’re stressed and unsure with pressure coming from both sides.,TRUE
[seeker] In-person.,"[supporter] so, you are good with initial assessment and phone interview, and get uncomfortable during in-person interview, is that correct?","[seeker] Yes, I stumble over my words, I tend to ramble, and I'm afraid I don't even answer the questions the way they are looking for.",[supporter] Have you tried anything yet to overcome this challenge?,[seeker] I try to prep myself beforehand by having lines ready for the common questions asked. But I struggle with questions where they present scenarios to me.,[supporter] There are several technics people use.. first one you can dress up as you are going for interview and practice talking in front of a mirror.,"[seeker] I really like that suggestion, I will have to try it. Do you have any difficulties with interviews?","[supporter] Not really, but I used one other technique. I asked my wife/gf to interview me. You know spouse or gf/bf would be very critical, and if you overcome him/her.. you would be very comfortable in front of the others.","[seeker] That makes a lot of sense, I'll have to ask my husband to interview me. I'm feeling a lot better about this now, thank you :)",[seeker] Did you ever feel silly or out of place when your wife would interview you?,"[supporter] yes, making your self uncomfortable means you are learning",[seeker] I have never thought about it like that.,"[seeker] That makes a lot of sense, I'm going to keep that in mind in all aspects of my life.","[supporter] Yes, this is make you over come the fear.",,,,,,,1264,V3,"I am a mother of two and I have been a stay at home, homeschooling mom since Covid hit last year. Can hardly make ends meet","Between homeschooling, cooking, and keeping the house going, there is barely any quiet time. I want to study so I can get a job, but chores keep stacking up and family visiting is adding pressure.","That is a lot to carry, and it makes sense you feel stretched thin when everything competes for the same hours.","Before family visits, do you prioritize studying to move toward income, or focus on housework so the visit feels less stressful?",I can understand why you feel overwhelmed trying to decide what to prioritize.,TRUE
[supporter] Hi! How are you tonight?,[seeker] I've been better. I just buried my dog yesterday,[seeker] She was going to turn 15 next month,"[supporter] Ouch! I'm so sorry to hear that. I never lost a dog, but I've lost cats.",[supporter] Is 14 a good age for a dog?,"[supporter] I have my first dog so I don't know much, he is 9 years old and came with our house.","[seeker] Actually, yes. She was old and had dementia.",[seeker] The oldest dog I evet had was 15,"[supporter] I'm so sorry, losing a pet is very hard on us.",[seeker] How did your dog come with the house?,"[supporter] Was that your only pet? Or do you have others? We moved from FL to KY and the little dog just hung out here, he really belonged to the neighbor's son who didn't want him, so he just ran around wild and wouldn't leave. I never had a dog, but it got cold, so i took him in. They never asked about him and after a week, I asked them if I could have the dog, so they said yes. I don't think they cared.","[supporter] I wish I could give you a hug, really, there are no words to make this better as you already know the grief of losing a pet, it does get better, but it stings terribly at first.",[seeker] I have 2 other dogs that are mine and my boyfriend has 2,[seeker] Thank you. that means a lot,[seeker] We both had dogs when we met.,"[supporter] So you definitely are a dog lover! I was in my 50s before I ever had a dog, now I wish I had more, they are really loving. Not like cats who don't care much about much except FOOD! lol",,,,,99,V3,Don't feel qualified for job I am applying for,"The in person interview is coming up and my anxiety is rising. Practicing with my husband could help me feel supported, but doing mock interviews alone might help me build confidence without feeling judged.","It is common to doubt yourself before an interview, especially when the role feels like a stretch.","With next week approaching, do you practice with your husband for feedback, or rehearse solo so you can refine your answers at your own pace?",It makes sense you feel nervous and unsure about the best way to prepare.,TRUE
"[seeker] Hello, how are you?","[supporter] I am doing great, how about you?",[seeker] I am doing good. Can I talk to you about something?,"[supporter] Of course you can, tell me about it :)",[seeker] I am worried that I won't be able to complete my degree.,[supporter] Why so?,"[seeker] I can't get motivated, it doesn't seem worth it.","[supporter] Hey I've been there too, but it really helped me meditating and going out with nature to clear my mind of things. You should try it!",[seeker] What do you meditate about?,"[supporter] Nothing special, just sit in my room in silence. Listen to tutorials on youtube to meditate",[supporter] They get me relaxed and motivated for the day :),[seeker] I feel like I would sit there and worry about things I have not done yet.,"[supporter] That's part of meditation! I too worry while meditating, but when i'm listening to the videos and following instructions all those worries go away :) If that doesn't help you, you can go out in nature to clear your mind off things. Being in the wild really motivates me to continue.",[seeker] Maybe it will calm me down. Does it make it easier to concentrate?,[supporter] Meditating absolutely does since the whole point is to clear your mind off things and concentrate on the task ahead. And the wild? that's whole other experience because you either concentrate on things or you get mesmerized by nature :),"[seeker] That sounds amazing, I should give it a try :)",[supporter] Please do! You can try it with friends or alone. With friends can be a more fun experience while alone can be more spiritual or calming,[supporter] I have tried both and both are amazing :),,,410,V3,My dog died,"I am grieving and trying to look after my two other dogs. Part of me wants to pour attention into them. Another part wonders if getting a new companion would help them and ease the emptiness, but it feels soon.","Grief can make every decision feel loaded, and caring for other pets at the same time is a lot.","In the next few days, do you focus on extra routine and comfort for your dogs, or start considering a new companion as a longer term step?","I can hear how tender this is, and it makes sense you feel unsure.",TRUE
[seeker] Thanksgiving is this week and I will be spending it alone.,[supporter] Youre spending thanksgiving alone? Do you usually spend Thanksgiving alone?,"[seeker] Yes, and no because of COVID I haven't been able to see my family.",[supporter] I understand how you feel. COVID is causing a lot of distance between familys making relationships difficult.,[supporter] Have you thought about video chatting them on Thanksgiving?,[seeker] Yes very. My family lives in another state.,"[seeker] Yes, but it's not the same.","[supporter] I know what you mean, in-person is always better than over the phone. I understand why you would feel this way.",[seeker] It's made me feel very depressed and I am only feeling worse as the holiday grows closer.,[supporter] You're not alone in feeling this way. A lot of people are missing their families during the holidays. What would help you during this difficult times? besides video chatting? Can you still cook yourself a nice meal and do any traditions you normally do?,[seeker] Yes I could do that. I was thinking about ordering a Thanksgiving Platter for 2 people so I could have some leftovers from a restaurant that I really like in my town.,[seeker] They do holiday specials.,[supporter] thats a great idea!,,,,,,,,1080,V3,I worried if I will be able to complete my degree,I have to choose my course load for next semester. A heavier load could get me done faster but might break me. A lighter load could protect my mental health but delay graduation.,It makes sense to feel pressured when your goal is important and your capacity has limits.,"Before registration closes, do you take the heavier load to finish sooner, or choose the lighter path so you can stay steady and avoid burnout?",It’s understandable you feel torn between speed and sustainability.,TRUE
"[seeker] Not their attention, but more on their expectations on me","[supporter] That sounds frustrating, I'm sorry",[supporter] Do they do or say anything specific that makes you feel those expectations?,"[seeker] Yes, its more on comparing me to the children of their friends. They always say why don't I have a better job or even plans on marrying rich. Stuff like that is very frustrating","[seeker] They also expect me to take care of them financially soon, I'm just starting my adult life I want to enjoy it",[supporter] That sounds very frustrating. I think if I felt those kind of expectations I would be anxious.,[supporter] Do you feel comfortable talking to them about your feelings?,[seeker] I do feel anxious every time.,"[seeker] I tried a couple of times, but my mom always sees it as being too sensitive",[supporter] Sometimes it can feel impossible to talk to parents,"[seeker] I know, is it better if I stay away for awhile? since taking to them won't make sense?","[supporter] I think that it can be very healthy to get some distance, but I think it can also feel difficult -- do you have good friends in your life that you could lean on if you needed some distance from your parents?","[seeker] Yes, I do. They actually helped me coped up. I always think that I wasn't blessed with my family, but I'm blessed with good friends",[supporter] Good friends can be a huge comfort and it sounds like you're a good friends yourself if you have those kinds of friendships,"[seeker] Thinking about it, they really did help a lot. So I should really distance myself for a while right?","[supporter] I think if making distance helps you feel better, you deserve and have a right to that space","[seeker] Yes, thank you. I really need to that.",[supporter] You're welcome,,,668,V3,"I feel very cut off and detached from my family, who lives many miles away from me in another state","Thanksgiving is making the distance feel sharper. I cannot decide whether to order a platter to make the day feel special, or cook something myself so it feels more personal, even if I have low energy.","Holidays can amplify loneliness, so it is understandable that even a meal decision feels emotional.","By tomorrow, do you order the platter to reduce stress, or cook something simple so you feel more connected to the tradition?",I can see why this feels emotional and hard to decide.,TRUE
[seeker] Yes..,[supporter] Have you started looking for a new one?,[supporter] I know this is difficult but the best thing I would recommend is moving on.,[seeker] Not yet. Not sure where to start.,[supporter] Do you have a linkdin account?,"[seeker] I do, but not up to date.",[supporter] I would start by creating/updating that.,[supporter] That way you can find newer jobs.,"[seeker] Please tell me more about linkedin, how it could help?",[supporter] so linkedin gives quite a few suggested jobs given your profile.,[seeker] What should I look for in linkedin?,[supporter] So an updated profile will show you jobs that you can apply that fit your skillset.,"[supporter] I would go to the ""jobs"" section in the menu and see what jobs you like best.",,,,,,,,955,V3,My parents have this expectation of me to give back to them even though I'm not financially stable yet,"Their expectations make me feel guilty and cornered. I want to set boundaries, but I also fear they will take it as disrespect.","Family pressure around money can hit deep, so it makes sense you are torn between honesty and self protection.","As the week winds down, do you talk with them directly about what you can and cannot do, or take some distance for now to protect your well being?",I can understand why you feel conflicted and anxious about their reaction.,TRUE
[supporter] Have you considered doing gig work online? You can make a bit of money there.,"[seeker] I know as its bad all over the country. Luckily, I am able to make a little money doing surveys on MTurk.",[supporter] Me too! It's one of my main sources of income these days. Are you looking for other work?,"[seeker] Yes, but online seems to be hit and miss as there are scams out there right now too.",[supporter] Happily I have found it to be good and honest work in general so I'd not worry too much :),"[seeker] Yes, I am as I have over 15 years of warehouse experience as well as forklift experience.",[supporter] What sort of field would you like to move into after the pandemic?,[seeker] I would like to getting back into the warehousing or forklift operator field.,[supporter] So you feel that your life is just on hiatus at the moment and you want it to get back to the way it was as soon as possible?,[seeker] Yes as I am getting behind on bills and its Christmas time so that makes it even tougher when I feel that I am letting my family down by not working currently.,[supporter] Please do not feel like that! A lot of people are in the same position and it really is not at all your fault.,"[seeker] It's tough not to as underneath the tree, there isn't much.",[supporter] Have you considered contacting charities that might be able to help with Christmas presents and food?,[seeker] I have but they are strapped at this time and really don't have much to help with currently,"[supporter] (I am so sorry I had to leave the room temporarily, just let me catch up :))",[seeker] No worries...as I understand.,"[supporter] Ah yes I hear you , I know that there are a lot of people out there in trouble right now. I think though that you should be able to access some food help?",[supporter] I have had to do that myself in the past and I do know that I felt ashamed about it.,,,52,V3,I lost my job and very distressed about it,"The job search feels scary. I could apply to roles that are not a perfect fit just to get income, or keep waiting for something aligned and risk more time without pay.","Losing a job can make uncertainty feel intense, so your urge to choose quickly is understandable.","Before the week is over, do you apply broadly for quicker options, or stay focused on better fit roles even if it takes longer?",It makes sense you feel stressed and unsure with so much uncertainty.,TRUE
[supporter] Exercise? Reading? School? Friends?,[supporter] Hopelessness might be something that you have learned because you have expectations.,[supporter] Do you feel that there has to be some sort of result? Progress? Improvement?,"[seeker] trying to lose weight, trying to void getting diabetes, having better conversation with boyfriend , convince him to spend more time with me instead of work buddies after work hours, want to finish college, being able to buy a house, improving my credit, convincing my dad and brother to get mental help","[supporter] If you didn't do any of those things ever, how would you feel about yourself?","[seeker] having a more active lifestyle ,  making new friends",[seeker] those are things I need to accomplish,"[supporter] Now imagine you achieve all of those things, and you do so in spectacular fashion. Would you be happy? Or would you find another reason to feel hopeless?",[seeker] I believe those are the things that have been bothering me for a long time,[seeker] not being able to accomplish those things makes me feel hopeless,[seeker] frustrated,[seeker] feel like I'm meaningless to thers,[supporter] It's important to remember that you choose what goals to pursue. You decide the criteria for success and failure. You are the final arbiter of your life.,,,,,,,,282,V3,I have been unemployed for the last month or so and I don't see any real job opportunities out there right now,"Christmas is coming and I am stressed about presents for my kids. There is a job lead that pays well but starts immediately, which could pull me away from searching for warehouse work I actually want.",It makes sense to feel squeezed when money needs are immediate but you also care about the direction of your work.,"With the holiday clock ticking, do you take the immediate job for cash flow, or keep searching for warehouse roles that match what you want longer term?",I can see why you feel pressured and stuck trying to choose fast.,TRUE
"[seeker] Naturally, I wanted to help her, even though I felt somewhat uncomfortable at first","[supporter] of course you were sympathetic towards her pain, that is totally understandable.",[seeker] So I stuck with her and saw her become better,[seeker] even made some friends along the way,"[supporter] That sounds great, that you were able to help her out in that way.","[seeker] However, I suddenly started to feel a little depressed for some reason","[supporter] So as she became better, you started to feel worse?",[seeker] I believe it's because I felt useless after that point,"[supporter] That's interesting, so you feel that you were together so long as you could help her, but then you lost interest in her?","[seeker] I didn't lose interest, it was just that I had this strange complex where I needed to feel needed",[supporter] or did she reject you once she felt better?,[seeker] She said that she was busy with other stuff,[supporter] Has that happened to you in other relationships?,[seeker] Never been in another one,"[seeker] I've had crushes, but it never went past that for various reasons",[supporter] So you have not had any successful relationships since then?  Do you think that is why you feel depressed?,,,,,1062,V3,For a long time I have struggled with depression,"My school project is due soon, and I also feel tension with my boyfriend that I want to address. I cannot do both well in the same day.",It is understandable to feel split when your relationship needs attention and your obligations do not pause.,"With tomorrow close, do you finish the project first to reduce pressure, or set aside time to talk with your boyfriend so the stress does not build?",I can understand why you feel pulled in two directions right now.,TRUE
