prefix1,prefix2,prefix3,prefix4,prefix5,prefix6,prefix7,prefix8,prefix9,prefix10,prefix11,prefix12,prefix13,prefix14,prefix15,prefix16,prefix17,prefix18,prefix19,prefix20,session_id,label,situation,gen1,gen2,gen3,gen4,fixed,count
[supporter] Do you feel that the pandemic has made you feel worse? Or have you felt like this for a long time?,"[seeker] a long time. more as i age. i'm actually tired about hearing about the pandemic, really. it is all people ever talk about.",[seeker] more people are probably dying of obesity,[seeker] eating themselves to death,"[supporter] Well, it is a pretty significant issue this year :). Re obesity, have you considered doing something to raise awareness?",[seeker] I think it would be beating a dead horse. Ober half the population is overweight. People would just need to be blind not to see it. That's kind of my point. Everything is consume... consume.. consume.... buy buy buy,[supporter] So you feel as though there is no bright side - that everything is just artificial and superficial?,"[seeker] well... you can't really do anything without money. it all kind of rides on it, doesn't it?  what you can buy?",[supporter] I don't mean to sound twee but there are things out there in life that can be appreciated for free :),"[seeker] Yea, a few things here and there. Nature, let's say. But nature doesn't really give one way or another about you. My friends have a lot of money, though, and none of them are even happy.",[seeker] thats even more saddening,[supporter] I know what you mean about that. I know plenty of people who spend too much of their life working every hour and it leaves them no time to appreciate their money!,"[seeker] Yea, I know, right. I have one friends who has probably about 100k in the bank, and he will complain if he spent 4 cents too much on gas over another gas station.","[supporter] People like that are irritating, certainly. I am not sure what the solution is, other than to ignore them.",,,,,,,132,V2,"I don't like any of my friends. In fact, I don't think I like anyone.",Honestly? I don't even like my friends anymore.,"Outgrowing your circle is lonely, but it happens.",Should I keep faking it?,Drop them. It is unfair to them and draining for you to pretend.,TRUE,1
[seeker] I have applied every week but haven't have a single response.,"[supporter] I'm sorry you're feeling blue. I can understand, the job market is really tough right now.","[supporter] You're not alone in feeling this way, but that doesn't change how hard it can be.",[seeker] Sometimes I don't even think the job postings online are even real,[seeker] And the pandemic has shifted the markets a lot and i don't think my skills are relevent anymore,"[supporter] Yeah, sometimes job postings feel fake. In the past, I've found various jobs online. Sometimes it takes a while but if you keeping putting out applications, something good will come your way eventually",[seeker] Thanks for listening and your kind encouragement,[supporter] It sounds like you're worried about your skillset. Is there any way you can improve or learn new things?,[seeker] I was in physical retail before,[seeker] But now and even after the pandemic will all shift to ecommerce,[seeker] I am not sure if I can acquire new skills,"[supporter] You seem like a bright, open minded person. I think you could learn a lot in a new role. There are many online retailers that could be a great opportunity.",[seeker] My sister works for Amazon and tried to put me forward twice but just no luck.,"[supporter] There are still many brick and mortar stores that will open after the pandemic is over, hopefully that will bring opportunity.",,,,,,,222,V2,Used to have a high paid job but quitted and moved right before pandemic. Now that I couldn't find any job even if I lower significantly my expectations in salary.,I need work. My sister knows someone at Amazon.,"It is frustrating when you have to lower your standards, but connections help.",Should I ask her?,"Make her help you. Swallow your pride because you need the money, and personal connections are the fastest way in.",TRUE,1
[supporter] What would you ideally like to be in the future?,"[seeker] Honestly, i'd really love to work as a diplomat or a civil servant","[seeker] You have to be very highly qualified for those though , but a boy can dream...",[supporter] That is a really worthwhile goal and I genuinely think that you can achieve it if you stick to your guns. Please try not to let one bad year put you off perusing your dream,"[seeker] Thank you for talking with me, it's been really helpful",[supporter] You are most welcome. We have five minutes left if there's anything you'd like to talk about in addition to what you have already told me.,[supporter] Perhaps you could tell me if you feel a little more positive now? You do sound it,[seeker] I am definitely feeling a bit more positive after this conversation,"[seeker] I think it's good to put things in context and focus on the future, as you said",[supporter] I am glad to have been able to help. We all need someone to talk to during a time like this,"[supporter] Perhaps you should make a plan for some sort of treat a month from now, when things will hopefully be better? Perhaps go out for a pizza night with friends or something?",[seeker] That's a really good idea,[seeker] A pizza night would be great for clearing my head,[supporter] I do enjoy promising myself treats if I fulfil certain goals. It can be anything at all!,,,,,,,415,V2,Struggling to find work,"I want to be a diplomat, but I have no clue where to start.",Big dreams can feel abstract without a roadmap.,I'm lost. Where do I go?,Get an internship. That is the only way to get your foot in the door.,TRUE,1
[supporter] No need to worry and I am sure you will be able to overcome this.,[seeker] I sure hope so.,[supporter] I had same issue with my sleep pattern and I did few things such as stretching exercise one hour before sleep.,[seeker] What kind of stretching did you do?,"[supporter] I used few from plate but you can any like arms, legs and etc - full body stretching.",[seeker] That is a good idea.,[seeker] How did it work,[supporter] It was really good and I also did lot of physical work throughout the day which helped a lot in falling a sleep at night.,"[supporter] Few other tips - life style changes, breathing exercise, reduce screen use, reduce stress, being more active.","[seeker] Oh, those are a lot of choices to try",[seeker] Do you have one that you think works best?,"[supporter] Yes You don't have to try all but just start with two to three first like breathing exercise, stretching and reduce screen usage.",,,,,,,,,1002,V2,I just can't seem to unwind at night.,"The stretching was fine, but once the lights are off my mind still races.",Try one small routine and repeat it long enough to work.,"My body is tired, my head is not—it's frustrating.","Do deep breathing before bed every night this week, no exceptions, because consistency is what teaches your system to power down.",TRUE,1
[seeker] Very thanks for your idea,"[supporter] My suggestion would be when you start feeling down, take some deep breaths, go for a walk, and engage in one of your hobbies.",[seeker] Ok. Very thanks.,[seeker] I am very relax this times,[supporter] You're welcome.,[supporter] I'm glad youre feeling a little bit better.,[seeker] I feel like the burden on my mined has gone down,[seeker] Yes. I feel little bit better,[supporter] I'm glad to hear it!,[seeker] Thank you my friend,[seeker] Can you tell me your name please?,[supporter] Is there anything else i can do for you?,[supporter] My name is Ryan. what is your name?,[seeker] Riya,[supporter] Its been a pleasure speaking to you riya,[seeker] Thank you Ryan brother,[supporter] is there anything else I can help you with today?,,,,1244,V2,I am did not able to return my normal life. I am very depressed. I haven't close friends so I feel very lonely.,Making friends feels like a wall—everyone already has their people.,Start where contact is built-in instead of trying to force chemistry.,Um… I just don’t want to be alone anymore.,"Join a club or group this week and show up regularly, because waiting to “feel ready” will keep you isolated.",TRUE,1
"[supporter] I see., yes that could be a risk for sure.have you spoken to your manager to see if there may be other opportunities in the manufacturing facility for you?   I bet they would rather retrain you for a different position than lose you.","[seeker] Unfortunately there are no other positions at the place I work. Yes my boss is very well aware of how unhappy I am. He is also unhappy and has been looking for jobs too. It isn't that great of a place to work at. I have had 3 different friends leave my place of employment, I've just been to lazy to leave too. It's a catch 22, too lazy to leave but due to feeling sad from being here I don't have the energy to try to leave.",[supporter] Yes I can understand that.  Sadness and depresion can lead one to feel depleted and lacking motivation to make change.,"[supporter] I have been depressed and lacking motivation in the past, I remember how it felt.","[seeker] Yes, I see a psychologist and she does her best to help me but ultimately it is up to me to make the changes I need to in life.","[supporter] Is there anything about your position that you could suggest improving to your boss, to make your job more interesting?   Maybe some ideas you may have for streamlining the work or somethings?",[supporter] I'm glad to hear you have someone to talk to about it.   Over time as you keep working on it I hope things will improve for you.,"[seeker] I've spoke things over with my boss, he has tried a few things. Currently we are in a holding pattern due to some upper management changes and we are awaiting to see how the new manager would like to run things.",[supporter] oh I see.  Do you have hobbies outside of work that you find fulfilling?,[seeker] I have been slacking on that too. Just don't find pleasure in anything anymore. Now that it is spring time though hopefully that changes.,"[supporter] Lets hope the new manager improves things for you, it sounds like there is a ray of hope there!","[supporter] Yes it's hard to get started on anything when we are down.  I remember writing lists with very small goals on them.  Small goals feel like mountains when we are down!   Then I would work my way through that very short list and check things off if I could do them, which gave me a small lift of accomplishment.",[seeker] I should start writing lists. I know that is a great tool for helping.,"[supporter] Lets hope the new manager can improve things.   And your work with the psychologist is very positive, it's great you reached out for help, that is a strength.   You've spoken with your boss.   You are doing all the right things.",[seeker] Thank you for the encouragement .,"[supporter] you're very welcome, it's been a pleasure talking with you Larry.",[seeker] Thank you for your help Sharon. Have a good day.,"[supporter] you too!  take good care of yourself, bye",,,1038,V2,I'm sad that my job is not fulfilling and I feel like I am wasting my life.,"The job pays, but it feels like I’m watching my life go by at work.",Stop outsourcing your future to a “new manager might fix it” storyline.,"Part of me wants to jump, part of me is scared of regretting it.","Quit and start the search immediately, because staying is costing you more than money.",TRUE,1
[supporter] I am sorry to hear that. How long have you been looking?,[seeker] About 6 months,[supporter] I understand that there are a lot of job loss in the Covid time. Is your job seeking related to that?,[supporter] Yeah it must be very difficult.,[seeker] yes,"[supporter] I was applying for jobs for almost a year, and I got an offer in February right before coronavirus. I can definitely relate to you.",[supporter] I am glad that Mechanical Turk can provide an intermediate method of earning income. I am also using the platform to earn some extra cash to support family.,[seeker] I don't know what types of jobs that fit me,"[seeker] yeah, but it is still rough to get by","[supporter] Tell me more about it if you don't mind. What kind of academic and professional background do you have, and what kind of positions are you seeking?",[seeker] I worked in manufacturer,[seeker] technical skill in trade school but not degree from college,[supporter] I see. Would you ideally want to work for a manufacturer company instead of settling down for something temporary while seeking a more matched position?,[seeker] I will seek for another jobs if possible but I can work on manufacturer company too,"[supporter] I understand. Do you have location requirements, for instance, you would prefer working remotely instead of in person in the Covid time?",,,,,,203,V2,I had a stable job that the income can support my living and my family's living until Pandemic hit. The company starts to lay off people including me. I had no other experience and it was difficult to find the job outside as the restriction and shut down effect the ability to go outside.,"I’m trying to job-hunt in manufacturing, but my experience feels too narrow.","You need volume and speed here, not perfect targeting.",I can’t tell if I should upskill first or just apply everywhere.,"Apply to every suitable role you see starting today, because momentum beats waiting for a “better time.”",TRUE,1
[supporter] If your friendship was strong she will surely unblock you,[supporter] Give her time to cool down,[seeker] Yeah I did. And she just got more upset and said I was selfish.,[seeker] Like she's the type who would not back down,[seeker] and she's lost many friends and romanics partners that way,[seeker] So I feel like she's not going to unblock me and get back together.,"[seeker] I'm just really upset because I want to call her off, not because I lost a friendship.",[seeker] Because screw her : ) I put up with her too much.,"[supporter] You are not the one who is selfish here as you have done the right thing, and she will hopefully see that",[seeker] Should I go to her house and personally tell her how I feel?,[supporter] If she doesn't then you know she wasn't worth your time in the first place,[supporter] And no because this will make her more angry,"[supporter] If she is aware of how you feel, she will come back in due time","[seeker] I guess I'm the type of person who has to tell people how I feel, otherwise I won't find peace.",[seeker] Do you have any other suggestions how I can get passed this?,"[supporter] But for now, you should find other ways to make peace with yourself, for example, hanging out with other friends and that may take your mind of it",,,,,1276,V2,My friend questioned our friendship when I did not want to hang out with her during COVID. She blocked my number when I expressed how upset I feel about what she said.,"She blocked me, then I’m the one sitting here overthinking everything.",Take the block as the decision—stop chasing closure.,"I feel petty for caring, but it still stings.","Stop reaching out completely, because pursuing her rewards the disrespect.",TRUE,1
"[supporter] Hey, you need to remind yourself that things will not be this way forever. A vaccine will be developed soon, and things will be just like they used to!",[seeker] You can't  just stay home all day as you cant go shopping to malls or watch a movie in theatre!! Its so frustrating.,[seeker] It feels like your life has come to a full stop.!!,"[supporter] When the pandemic first started, I felt like I was frozen in my life. Nothing was happening and any signs of progress had stopped. I can definetely relate. However, I found that exploring new hobbies and focusing on improving as a person were great ways to take good use of time.",[seeker] Absolutely there could be other ways where you can  focus you mind into like gardening was my hobby which I had started again during this pandemic.,[supporter] That's great! I heard that some people are even deciding to grow their own food as much as possible. That greatly helps the environment and avoids pollution and global warming. Are you planning on applying that as part of your gardenning hobby?,[seeker] Not really but I like watching the flowers bloom and see how my vegetables were growing each day. I loved watching the birds and butterflies around beautiful blooms.,[seeker] That gave me a bit of positivity in life.,[supporter] It's great that you are doing an activity that you enjoy. I can just imagine how beautiful of a scenery that creates.,[seeker] Yes of course  and it helped me to teach my kids a bit about nature too. They seemed to be interested in gardening also.,[supporter] Teaching your kids is a great idea! Not many kids nowadays enjoy a lot of outdoor activities. Being in connection with nature is important to maintain a balance and increase our happinness overall.,[seeker] Yes that was the best way to connect with nature . They could just pluck out the fruits from plants and eat them right away which they had not done for quite long time. They surely had fun.,[supporter] Haha that does sound like fun. Just watch out for any insects on those fruits or any impurities!,,,,,,,,153,V2,Its really sad that with todays COVID crisis we are no longer able to enjoy daily normal life. We are not able to mingle and meet our family and friends. We are stuck in our homes during this unprecedented time.,I’m juggling kids and the garden and I’m fried by noon.,Pick one priority and enforce it so the day stops eating you alive.,"If I focus on one thing, I feel like I’m failing the other.","Make gardening the main focus for now and build the kids around that schedule, because trying to do both equally is what’s breaking you.",TRUE,1
[seeker] He do help me collect my goods from Canada a,[supporter] Do you guys run a business together?,[seeker] not really,"[seeker] at a time , I will not want to leave my family to go to Canada for some goods, he do  go there often",[seeker] that is only major thing that still bind us,[seeker] I should have let  he go off my life,[supporter] I understand. Maybe you could find a better friend to help you go to Canada or take a vacation to Canada sometimes.,[seeker] ok,[supporter] Its really hard but  I think you can do it. You will feel much better about not having to deal with lies all the time.,"[seeker] I hate lies, it really pain me if a you lie to me",[seeker] yes of cause,"[seeker] thanks , for you time",[seeker] bye,[supporter] bye,,,,,,,189,V2,"I can't cope with Martins any more, he is a big liar",Every conversation turns into another lie and I feel disgusted.,Then you stop giving him access to you.,I don’t even want to explain anymore.,"Block him and keep him blocked, because contact is just another opening for manipulation.",TRUE,1
"[seeker] I did baby him, he can go outside through the dggie door.  He gets fresh fruit, spaghettie,  He has his own Alexa.",[supporter] You have been the best you could be for him and it has got to feel really sad to let him go. It can feel like a death sometimes when you lose someone or a pet.,"[seeker] If he died it would be OK, I would mourn him and move on.  But I have never had to give up a pet before.  I just think most people. wont take care of him like I do. Because he is still alive, I will worry about him",[supporter] I understand a little bit of how you feel. My dog died recently and it was really hard when the vet had to put him down. I was really sad and would cry when I thought of him ort the things we used to do together.,"[seeker] Yes, I was depressed for 6 months after my parrot died, but eventually we move on.  I dont know that I can move on after giving him up",[supporter] Would you ever consider getting a pet that is not as loud? I am not suggesting that you replace him.,"[seeker] No, except a seeing dog",[supporter] I am concerned that if you don't have a pet to care for you may have a more difficult time to recover and thrive. Mourning is a process and it might be easier if you can hare your ;love with another pet.,[seeker] No other pets.  I need to move and cannot take him with me.,[supporter] A seeing eye dog is a great idea. You are trying to think of ways to help yourself and that is really important. You are also reaching out and sharing your feelings. Do you have any friends with pets that you can visit with from time to time?,[seeker] It isn't about a new pet it is about worrying that he will not be taken care of.,[seeker] I contacted a rescue place to get him a new home.,[supporter] I am sorry that makes a lot of sense. I am really thankful that you are sharing your feelings and expressing them.,[seeker] Contacting a rescue place has helped me.,[supporter] Rescue centers usually make people apply to adopt to insure a good home for them. You have made him into a wonderful pet.,,,,,,1105,V2,I have to give up my parrot because I am now blind and have to move. I cant take teh parrot with me.,I’m terrified of handing my parrot to the wrong person.,"This needs decisive action, not endless searching.","I want him safe, but I’m overwhelmed by options.","Find someone to take him immediately and arrange the handoff, because delaying risks a rushed, worse choice later.",TRUE,1
"[supporter] the ""little black rain cloud"" people? LOL  I try very hard to be kind and remember that we all are going throgh the same pandemic and for most of us it's our first",[seeker] Thanks. Do you think things will get better any time soon?,"[supporter] While there is a lot to focus on that is just awful, it has really helped me to look back to the spanish flue of 1918",[supporter] that pandemic was followed byt he roaring 20s,[seeker] I know people thinking the country will collapse soon. Hard to deal with them.,[supporter] The doomsday people are always around. remeber they mayans predicted the end of the world in 2012,[seeker] I have family like that and it is hard to deal with them. Especially during the holidays.,[supporter] are you familiar with Mr. Rogers' story about looking for the helpers when things go bad?,[seeker] No but I did love that show as a kid.,[supporter] Family is hard! So many strong emotions and opinions that aren't always helpful. anyone in particular for you?,[seeker] My dad and my GF's dad both have their own opinons on things,[supporter] so when disasters happen you dont focus on the bad things but look and you will always find people helping other people,"[seeker] Yes. I also don't feel like the world will decent into madness, but they do not believe it.","[supporter] oooh, that's hard. are you living at home with your dad?","[supporter] as a mom, i can tell you that the unknown for your children is scary. often fear and lack of control come out sideways",[seeker] No but near him and take care of him.,[supporter] that's really nice of you. i'm 800+ miles away from my parents,[seeker] That is good and bad. I think it is good to talk about though I do feel a little better thank you.,"[supporter] if i can suggest something that might help - brene brown, a leadership coach and researcher has a great TED talk about shame and vunerability and a CUTE cartoon animal video on yourtube about empathy",,651,V2,I just feel sad and it is hard to get my mind focused on anything. I am overwhelmed by the current state of the world.,My dad’s negativity drains me and then I feel guilty for resenting him.,Do not keep absorbing it in silence.,"If I speak up, it might blow up into a fight.","Confront him about it directly and set a boundary, because tolerating it is training him to keep going.",TRUE,1
[seeker] I think she maybe wants a baby/husband/family and just hasnt found it yet.  It never seemed to bother her before.,[seeker] Some of our other mutual friends have kids so I don't understand,"[supporter] Maybe it was one of those things she always wanted but never had the chance like you said. And maybe it just got to her at one point. It's not your fault though, with time she will ease out",[seeker] I wanted to reach out to her but since I didn't do anything I figured if she wants to talk she can reach out to me,"[supporter] Maybe she would be too scared since she already blocked you, you should give her time to ease up and then start a conversation and hopefully she will be good again",[seeker] Ya I will give her some time to maybe think about things and come back around,[seeker] It just sucks not having my friend around during this,"[supporter] Yeah, it will but she will come back eventually",[seeker] I hope so,[seeker] But then a part of me is like do I want her back.,[seeker] You know if she can just check out so easily,[supporter] That is your friend so you will miss her eventually and just give her time ;),[seeker] Ya you are probably right.,[seeker] I think I am just mad now that she couldnt just talk to me about her feelings,"[supporter] Yeah, don't take it out on her",,,,,,1114,V2,So I just had a baby the other day. About 2 weeks before I had my baby I saw one of my really good friends deleted me on facebook. I am not sure why nothing happened between us.,"She deleted me right before I gave birth, and it keeps bothering me.",Clarity beats guessing.,"I’m nervous to look needy, but I also want an answer.","Reach out and clear the air, because leaving it unspoken will keep replaying in your head.",TRUE,1
"[supporter] Hello, how can i help you today?",[seeker] I have been feeling terrible about the death of my dad. It would have been his birthday last week and that makes it even worse.,"[supporter] Oh no... I am sorry to hear that. It must be devastating. Was it an accident, illness or natural old age?","[seeker] He was only in his early sixties but he suffered a number of health problems, including early onset dementia.","[supporter] That is rough, both for you and him. I know it's meaningless to tell you not to be sad, however, you can think that he's not in a better place",[seeker] I presume you mean now and not not ;). Though I simply am not a believer. It just made me think how meaningless life was.,"[supporter] oh sorry, yyeah I mean now. Life is... fleeting isn't it? I sometimes think it's meaningless too",[seeker] I do not really know what to do about my feelings. They are not going away.,"[supporter] I feel you, coping with losing your loved ones is never easy. In fact, it's confusing when you grieve and even when you recover and move on",[seeker] Do you think that people ever really recover from a significant bereavement?,"[seeker] I think that what you said there was very wise. Maybe it's worse, in some ways, to feel that your grief has lessened .. there is guilt that comes with that.","[supporter] I don't think people can completely get over that, you just get used to the pain of not having them around","[seeker] Whilst it hurts to think about him being dead, I think that it would hurt more if I had totally forgotten about him and did not think about him every day.","[supporter] I just need you to know that whatever your feeling is, it's completely normal and you shouldn't feel guilty for having it",[seeker] It is just - very hard. I keep thinking about all the times I disagreed with him or did not appreciate him enough and I never got to tell him how much I loved him.,[supporter] Your dad wouldn't want to see you grieving everyday either. You should live the way you know he'd love to see,[supporter] I believe he knew you loved him regardless how much you two argued,,,,623,V2,I cannot deal with the death of a parent. This was some years ago but still badly affects me.,Grief hits me in waves and I’m tired of carrying it alone.,Then stop treating it like something you must “get over” privately.,"Talking about him makes my chest tighten, so I avoid it.","Push yourself to move on and stop revisiting it, because staying stuck in the same loop is not honoring him—it's trapping you.",TRUE,1
"[seeker] I feel lost and lonely,i do not know what to do",[supporter] When did these feelings come about,[seeker] They came about when i lost my job in August of this year,"[supporter] I can understand where your coming from with that, especially since this pandemic occurred","[seeker] Yes,finances have especially been very tight",[supporter] it seems like this could be overwhelming to you and trying to figure out the right path to go forward,"[seeker] It is,have you ever encountered such a situation in your life?","[supporter] I can relate to you in this situation 100% and if it wasnt for me stepping out on faith and opening my own practice, I wouldnt be here now.","[seeker] How did you snap out of the situation,did you have some savings?","[supporter] Always putting money aside when able, and doing lots of research about first time businesses gave a lot of insights. Have you tried to look into things like that yourself?","[seeker] Yes,i have been researching a lot too but it is difficult given that i have been surviving on the savings i had.Also it is very difficult to get a loan currently.",[supporter] That I do understand as well. This pandemic has made it hard for everyone. Are you a parent with any little ones by chance?,"[seeker] Yes,i have two children,5 and 9 year olds","[supporter] So here is some information that I have in my files to help others during this time. There is self-help.org that is labeled as being a self help during these times. There is also websites that i used like offerup and PoshMark where I was able to start selling some of my belongings to constantly bring in funds. Also try to google ""How to become a first time business owner"" and see if any of this information helps you and your family.",[seeker] That is very helpful of you.I have been wandering all over the internet lost and not knowing where to find help from.I will definitely check this out and make good use of them.Did you also get any funds from anyone?,"[supporter] I know that it can be hard and frustrating during this time, but you have to remain focused for your family and stay strong because I am sure they look up to you.  With myself I did have to go to a lot of friends and family, but my faith and my blessings came from God. Looking to him to help with your problems and actually listening to his words would really alleviate some of the stress that is so draining",[seeker] I agree that God is our ultimate guide and helper in all this.He will never forsake us no matter what.I will definitely turn to him at this time to seek for his guidance and with faith He will see me through.,[supporter] Just keep your eyes on the prize because this means that HE has something bigger in store for you!,,,808,V2,I was laid off from my job,"With kids in the picture, every expense suddenly feels dangerous.","You need a hard rule-set, not vague intentions.","My partner says “we’ll be fine,” but I don’t feel fine.","Cut unnecessary spending immediately and lock a budget today, because drift will turn into panic fast.",TRUE,1
"[supporter] I'm very sorry to hear that, did something not go as planned recently?",[seeker] My friend created a group chat for planning activities and did not include me. She included people who are closer to me than to her. Almost like she is trying to steal my friends.,"[supporter] I see. So when she did this, it gave you the feeling of almost being replaced or abandoned by your own social circle?",[seeker] In a way. I was disappointed by the rest of them but mostly angry at her. It almost feels like she wants to be the leader of the group and feels like I am her competition.,[supporter] It's definitely frustrating to feel that your support system could possibly become a source of stress and competition anxiety. Especially since it's where we're supposed to feel safe and unjudged.,[seeker] Exactly. They are supposed to be the people I can go to with my problems. Now I feel like they all had a secret which I wasn't privy to and it made me feel disconnected and untrusting towards them.,"[supporter] It sounds that you're a person who really does care about keeping the relationships they've invested in healthy and open. That care level can definitely cause natural anxiousness in situations like this, when the place you stand with them and what they're thinking suddenly feels uncertain.","[seeker] I am a bit of an idealist. I like for everyone to be in harmony, to be nice, supportive, caring, open and honest. I don't know how to move on from this.","[supporter] Right, and there are endless possibilites the mind can create outside of ideal. But funnily enough, the imagination of an idealist that lets them visualize great things can also create equally strong fears before getting answers. And thankfully those fears can be addressed outside of the head where they're made.",[supporter] Have you tried reaching out to these friends  yourself and initiating your own plan with them since this group chat?,[seeker] I talked about it with one friend. He felt bad but what I couldn't understand why he was secretive about the chat too. If he thought we were close why hide stuff?,"[supporter] Right, it can seem a bit confusing since you naturally would expect to feel comfortable with so much between each other already.",[seeker] Do you think it is asking too much on my part?,"[supporter] On the contrary, I think you might not be allowing yourself to ask enough!","[supporter] Sometimes, the people who are closest to us can actually become even more anxious about how something might affect your feelings. It could be the case with him too",,,,,,106,V2,My friend created a separate chat for planning hangouts and did not include me.,There’s a group chat without me. It’s humiliating.,Stop pretending it doesn’t matter.,"I want to play it cool, but I’m hurt and angry.","Confront her about it directly, because swallowing it will turn into resentment and self-doubt.",TRUE,1
[seeker] I have a traumatic brain injury that creates a lot of overstimulation in my life. I used to be social and now I can't be in a social setting for too long without feeling exhausted,[supporter] Have you tried to talk to your therapist through video chat or is that something they offer?,"[seeker] Yes, I talk to my therapist every other week","[supporter] That's great that they can offer that, I know it's very difficult to get regular care at the moment with the pandemic.",[supporter] Do you have any family or friends close by or something that you can talk to if you feel like you need some extra support?,[seeker] I do not have supportive or understanding friends and family,"[seeker] I have lost a lot of them in the last few years or have created boundaries because when I got into my first car accident, legit someone said ""are you not better yet?"" and another said ""can't you just walk it off?""","[seeker] When I got into my second car accident, people said ""again? are you drunk?""","[seeker] Even though neither were my fault, people were not understanding or asked how scary those situations for me were","[supporter] I am sorry to hear that, people are very quick to judge so it's very unfortunate that you were treated that way.","[seeker] After my first car accident, the tow truck guy was towing my car to my aunt's garage to hold for auto insurance appraisal. He said to my aunt ""sorry for your loss"" My aunt said ""oh, she's right over there and alive""",[seeker] the car accident was so bad the tow truck guy thought I had died,"[seeker] but even after seeing my car, friends and family acted like it was just something that happens to everyone. walk it off","[supporter] Wow, I can't imagine what the car must have looked like then for such a comment to be made. I'm glad that you here and despite going through that trauma that you are still going.",,,,,,,122,V2,Car accident led to traumatic brain injury and PTSD having nightmares 2x a week.,"After the accidents, I feel detached from people and the nightmares keep coming.",You need strict protection of your environment and your support circle.,Sometimes I think I should just disappear so I don’t bother anyone.,"Cut off anyone who isn’t supportive and stay only with safe people, because exposure to dismissive attitudes will worsen PTSD symptoms.",TRUE,1
[supporter] I am doing well. Is anything troubling you?,"[seeker] Sort of, yes.",[supporter] Would you like to share?,[seeker] I,[seeker] If that is okay yes.,[supporter] Yes I am here to listen.,[seeker] I feel like my friend group kind of judges me for simply being myself. It makes me somewhat upset.,"[seeker] I know they are most likely joking, but sometimes I take some of the things they say to me very personally.",[seeker] Should I still hang out with them even if they are making me feel this way?,[supporter] It sounds like your friends can be judgmental and even though they are joking it ends up upsetting you.,[supporter] I have been in a similar situation. I always expected my friends to support and understand me but sometimes they made fun of the way I am.,[supporter] Have you ever talked to your friends about this? Have you expressed how it made you feel?,[seeker] Right. The people who you think you can go to are sometimes the ones who will not really be there for you.,[seeker] And I have not. I just try to brush it off.,[seeker] I feel like I am afraid to confront them about this because I don't know what they will say.,[supporter] From what I have seen if we avoid expressing our feelings they keep building up and can make us depressed.,,,,,256,V2,"I love my friends. But sometimes I feel as if I can't really be myself around them without being judged for doing something. I've known them for quite a long time now. I don't know if i am just being sensitive or what, but I feel like I'm the one that gets bullied in the friend group.",My “friend group” feels like a place where I get judged and mocked.,Then you stop treating bullying as friendship.,"If I speak up, they’ll call me dramatic.","Confront them directly and name what they’re doing, because silence is giving them permission.",TRUE,1
[seeker] What did you do to get out of the rut.,"[supporter] Well I had to sit down and think about why I was stuck and tried to come up with as many options as I could to be unstuck, then i put them in order based on which I thought would work best. It took quite a few of them, but I did finally get unstuck.",[seeker] I can try doing that.,"[supporter] Every one is different, but it is worth a shot, might help the rut your having, might also give you new ideas that will help you decide on how to not feel like your in a rut anymore. Sometimes just talking to someone can help too, bouncing ideas off of each other can help in some cases.","[seeker] True,  I have been avoiding most people.","[supporter] Its hard to talk about certain problems, so I can't blame you, however you can get some good ideas from others. You might have just needed some space to evaluate your situation, nothing wrong with taking a break from things or people if it helps you.",[seeker] I will try reaching out to my sister tomorrow.  maybe she can help.,[seeker] I also feel embarrassed that I feel so unhappy.,"[supporter] From chatting with you I can tell you might be ready to start talking and maybe get some help or advice, family is a great start they are typically a great support system. It is okay to feel embarrassed but being unhappy will eat at you, sometimes its good to set our pride aside so that we can figure things out. In my situation of feeling stuck I was ashamed that I sat and let people treat me so badly but it wasn't until I seen it as a problem that I started making my lists and getting advice. Some things we do on our own and some its good to have people to help. I think reaching out to your sister would be worth a try, she might also have different ideas and suggestions you haven' t thought of yet.","[seeker] Thanks, you have been a lot of help.","[supporter] Thank you for chatting with me, I am glad to help. I hope you have a great day! Stay positive!",[seeker] I will try and you have a nice day too.,[seeker] Bye,"[supporter] If you need to chat again I would be glad to talk to you, I think you will do great at fixing your rut. Thank you.",,,,,,,570,V2,i feel like my life is in a rut,"I’ve been debating whether to call my sister, and I’m stuck in the same place.",Stop debating—act.,"If she brushes me off, I’ll feel worse.","Call her today, because staying isolated is the rut.",TRUE,1
