prefix1,prefix2,prefix3,prefix4,prefix5,prefix6,prefix7,prefix8,prefix9,prefix10,prefix11,prefix12,prefix13,prefix14,prefix15,prefix16,prefix17,prefix18,prefix19,prefix20,session_id,label,situation,gen1,gen2,gen3,gen4,fixed
[seeker] I might have to consider doing that so I can feel more helpful to my husband.,[supporter] Down load the Walmart app and when you go scan the item with app and sometimes its cheaper,[seeker] I don't shop at Walmart very much so thank you for that information.,[supporter] I saw a seller on EBAY make small surf boards and sold them on EBAY well over a hundred dollars.They were 48 inches long but he made good money.,[seeker] That is very interesting. I wouldn't think you could make that much from small surfboards.,[supporter] He painted them and they looked awesome.,"[seeker] I wouldn't think that anyone would want a short surfboard, but I guess I don't know anything about surfing.",[supporter] People who own and rent their beach house always looking for some new looks,[seeker] I suppose you are right.,[seeker] Well thanks for the helpful suggestions to make more money.,[supporter] Your welcome Don't ever give up there is always ways to make a difference.,[seeker] I appreciate your help.,[seeker] Have a good night!,[supporter] You too,,,,,,,186,V2,I've been feeling more depressed since quitting my job so that I could be around to take care of my children. Now that there's a pandemic raging I'm feeling even more depressed because I have to help my children with schoolwork and I don't have a ton of time to make money to help my husband out with our finances.,"Between the schoolwork, the money stress, and the pandemic, I feel like I am failing everyone.","No wonder you feel squeezed, you are carrying too many roles at once.",At this point I just stare at the to do list and shut down.,Start selling items online this week and commit to it as your main income move for now.,TRUE
"[supporter] Okay so it sounds like your trouble sleeping has gotten worse since you started feeling low, and it's affecting your energy during the day then?  Am I understanding you right?","[seeker] That's exactly it, yes.",[supporter] Here are some things I do....no coffee after noon...,"[seeker] Okay, I drink a lot of coffee so that's definitely something I'll try.","[supporter] I exercise in the morning if I can, for me that's a walk, I always sleep better on days I walk....","[seeker] Okay sure, I work in a desk job so I reckon moving around and getting out could help.",[supporter] I LOVE coffee....had to wean myself back to maximum 3 cups in the morning though,[supporter] Is your room quite dark?,[supporter] I got light blocking curtains....seems to help,"[seeker] Yeah at the moment I'm on around 6 cups a day so I'll cut it to 5 for a while then go from there. My room is dark, I have black out blinds.","[supporter] Okay sounds good  :)  I use this podcast that has this guy with such a relaxing voice, doing guided sleep meditations, it's called Tracks to Relax",[supporter] there's a premium option but the free is just fine,"[seeker] Thanks for the suggestion, sometimes I listen to ASMR on youtube so I'm always looking for new things to listen to whilst falling asleep. I'll go for the free version.",[supporter] whats ASMR?,,,,,,,988,V2,"I can't sleep at night, struggling to fall or stay asleep.",My nights are a mess and I cannot tell what change would actually help.,Sleep problems can make every option feel urgent and confusing.,I am bouncing between ideas and none of them stick for more than two days.,Cut coffee completely starting tomorrow and do not negotiate with yourself about it.,TRUE
"[seeker] My partner said that if I do not move out, they will put my clothes and belonging outside and change the locks. I am very upset about that.",[supporter] May I know your requirements for the place other than closer to work? would you like to share the accommodation?,"[seeker] i do not have much besides my clothes and a dresser. I would prefer to live alone, but I would consider a roommate.",[supporter] I am really sorry to know about that. Your partner should understand your situation.,"[seeker] My partner understands my situation and how difficult it is for me to find another place to live, but they do not care.",[supporter] You should search online or ask your friends or family for help if you they live nearby.,[seeker] I have no friends. I discovered this when I started to break up with my partner. What I called my friends have turned out to be their friends instead.,[seeker] i am from Texas and my family live there.,[supporter] It is really hard to find a good place to live. Time and money are sometime the big constraints but we should keep trying.,"[seeker] I do not have a mother or father still living, just a sister.","[seeker] I am running out of time to find a place to live, and I have a small amount of money saved up. I do not think that I have enough for a deposit.",[supporter] It is always hard to find true friends. You must be a strong person and I know you can achieve anything.,[seeker] My partner said that I have until the January 1 before he will change the locks.,[supporter] Believe in yourself and don't give up. Definitely some solution will be around.,,,,,,,248,V2,"My partner says that I have to move out. I have been trying to find a place to live, but it is difficult.",The deadline is getting closer and I feel trapped by how fast this is moving.,"This is pressure plus uncertainty, it makes sense you feel panicked.","I keep refreshing listings like it is a slot machine, and it is making me crazier.","Leave now and stay somewhere temporary while you look, do not keep negotiating the date.",TRUE
"[seeker] yes that would help I suppose, just that I stopped going out, to the gym, movies, anything frivolous ever since the pandemic started.","[supporter] At some grocery stores, they have made pick-up free due to the pandemic. You should look into that if you are interested in it.",[seeker] My life was put on a pause and I still can't believe it's november already.,[supporter] I also have stopped going out since the pandemic started.,"[seeker] ok, I will look into the grocery method.","[supporter] Just from chatting with you, you seem to be very open to suggestions and are devoted to making it through these crazy times.",[supporter] Has your work life been affected by the pandemic?,"[seeker] so literally, I only go out for a purpose, meaning special errands like groceries and personal administrative tasks, banking, work, and only that.","[seeker] work life, let me think","[seeker] I only started a new work in September, and it's not much (about two days a week), so I can't comment too much about that. It is stressful seeing more people than usual outside of my home and in such close quarters","[supporter] Yes, I also only go out for groceries and work. I only work with a few people, so that helps.","[seeker] so I get nervous in general when I am at work but I do my work just the same. May not be able to work as well because I have to breathe through a mask, and some other small difficulties.",[supporter] That is good that you can continue to do your work the same.,,,,,,,,929,V2,effects of the pandemic,My anxiety is leaking into everything at work and I cannot keep up like this.,A long stretch of uncertainty can make your body stay on alert all the time.,"Some days I feel fine, then a random headline flips me back into panic.",Start looking for a new job immediately and make that the priority this month.,TRUE
"[seeker] I am looking for another job preferably in my locality and not getting yet, since last 2 months. I will find it difficult to sustain if this continues like this for other 3 months.",[supporter] So it sounds like you've been struggling with finding a new job. It's never easy looking for a new job during these times. Why do you think you're having trouble?,[seeker] Getting a job is not that difficult. But I try to find a job in my locality to avoid distant from family and having food issues.,[supporter] It sounds like you're motivated and dealing with a lot. Is there a specific job that you had in mind or are you applying to different kinds of jobs?,"[seeker] Any kind of job, probably managerial. But to be in my locality since to look after my aged mom also.",[supporter] It sounds like you really care to want to be close to home. Have you talked with someone locally about jobs that would allow you to stay close to home?,[seeker] I have been talking to some people who my friends knows also. They show interest but cannot help me on the issue.,[seeker] Surely they will refer to some people. But it will take some time.,[supporter] Stay motivated. If one opportunity doesn't get your desired response you may be even closer to finding the right job for you. Keep pushing on and know that if one opportunity doesn't work out a positive attitude will make all the difference. Just because you haven't found one yet doesn't mean you won't.,"[seeker] Thanks for making confidence. I feel relaxed. I believe this will surely be a chance to find myself and get a better opportunity to be relieved from my previous difficulties. Only GOD should have forced me this way, I believe.","[supporter] Your faith is healthy and gives you purpose. Similarly you have to believe that the dots will connect in your favor. Maybe you can't connect them looking forward, but looking backwards you have to trust that the dots will somehow connect in your future.","[seeker] I felt anger over my previous employer since he was not giving any time for me to switch over, at least 2 months.",[seeker] Even then he was satisfied till then.,"[supporter] It can be frustrating to focus on your last job, especially if you haven't found a new one yet. Perhaps once you find a new job your disappointment with the last one won't be so disappointing anymore. If the new job is better you wouldn't have found it working the last job.",[seeker] Anyhow my loyalty was not encouraged to perform more. I have to move from some back again.,"[seeker] Any I am preparing myself better, using the break time to gain my knowledge further and sharpen my skills, reading and viewing many articles in the net and youtube. I helps me a lot.",[supporter] It's great that you're staying productive and improving yourself. If your desire to improve yourself is as strong as your desire to find a new job I'm confident you will.,[seeker] It helps me to forget the past and concentrate on the future.,"[supporter] Don't let your past define you, let your present choices pave a new path into the future.",,39,V2,I have been recently laid out because of COVID-19 and not solved yet.,I feel pressure to provide for my family and I am running out of options.,That mix of responsibility and fear can make any decision feel heavy.,I keep telling myself “tomorrow” and then tomorrow arrives and nothing changes.,Apply outside your locality right away and do not limit yourself to local roles.,TRUE
"[supporter] Taking finals certainly is tough, there's so much to think about. What's bothering you the most?",[seeker] Probably my stamina and endurance to finish all the work.  I'm still recovering from Covid-19 (2),[supporter] Have you spoken to anyone at the college about this?,"[seeker] Yes, but they haven't been much help unfortunately.  My classes are online and finals are due when finals are due.  They are not giving any wiggle room (3)",[supporter] It must make you feel quite trapped knowing that the college aren't cutting you a bit of slack considering you are still recovering from a serious illness. It sounds like you are trying your best and not giving up already.,[seeker] No I cannot give up at all.  My scholarship requires me to maintain a certain GPA and I can't afford to lose it (4),"[supporter] It's good to hear that you're not giving up. Sometimes in these situations, you just have to do your best and then at least you know you did what you could. I like to tell myself in these situations that if there are no other avenues to explore, you just have to 'go with the flow' and don't beat yourself up thinking about it over and over - if there's nothing you can do, just do your best to ride it out","[seeker] I know, there is just so much riding on these finals.  I have great grades so I'm praying that I pass without any issues and that I don't bomb even one of them (5)",[seeker] Are you still there?,"[supporter] If you tried hard previously then you may come out the other end having done very well!  When I was at school a long time ago, I had to stay off school for a month, when they were practising the exams. I didn't get chance to do those and I thought 'wow I'm totally screwed here', but guess what? I did okay!","[seeker] I hope that's what happens, I just don't know how to calm down about it (6)","[supporter] Yes, I'm here",[seeker] Do you know any techniques to help me calm down? (7),"[supporter] It's totally understandable. I think even without the COVID situation, you would still be anxious. It's totally natural. Not that that discounts how you feel. Do you agree?","[seeker] Yes, that is true.  I just can't quite seem to quiet my mind. (8)","[supporter] Well, I've tried meditating a few times before which doesn;t take it all away, it just takes the edge off! I used a guided meditation app. I also listened to white noise when I went to sleep as I was having trouble sleeping. I find even if you're mind is just taken away from it all for a few minute, it can re-balance you a little",[seeker] I've tried watching some comedy shows and listening to music to take my mind off of it.  It works sometimes (9),"[supporter] Maybe you should do more of that, it sounds like a good idea? Don't feel guilty for doing so either as it acts as a 'medicine'. If the 'medicine' works then take it",,,549,V2,It is finals week at my college and I am very anxious about it.,Finals are stacking up and I cannot think straight anymore.,"When stress is that high, narrowing the field can be the only way to function.",My mind feels like static; even opening a notebook makes my stomach drop.,Focus only on studying and ignore everything else until finals are over.,TRUE
[seeker] it feels so hurting,"[supporter] I have been there myself with a cheating spouse, I know it is rough, especially so close to when it happened. I can assure you it does get better though.",[seeker] i can't bear her activity and when i asked about it she lies at me,[seeker] and afterwards showing rude attitude towards me,[supporter] I think the best thing you can do right now is distance yourself from her.,"[supporter] It sounds like she is acting toxic and you do not need that right now. I am happy to help and talk with you, but might i suggest going to a local therapist or counselor?","[seeker] yeah, i think so. but i can't control my sadness  of being betrayed by my loved one","[supporter] It will take time, the best way to let it not control you is by talking about it. You gain control over it that way.",[supporter] Being betrayed by someone you love is one of the biggest heart breaks there is. You have to focus on yourself and healing that wound.,"[seeker] but how can i get out of it, it does so hurting. we are in a relationship of almost 4 years",[supporter] It will not be a quick process that i can heal right now. The best way to get out of it is to see a professional. There are many out there that work on a sliding scale or even free. They will help guide you back to yourself.,"[seeker] I think so, do i need to concentrate on the activities like achieve my goal",[supporter] Yes do you have any specific goals right now? or even hobbies you are working on?,[seeker] yes i need to get a good job,[supporter] I know its tough out there for that as well. I had gotten furloughed but i didnt let pride get in the way and took what i could find for now.,,,,,,925,V2,I breakup with my girlfriend because she cheated me,I am trying to rebuild my life but my head keeps going back to the breakup.,It is hard to plan the future when your emotions keep yanking you backward.,I keep checking my phone even though nothing good has come from it once.,Apply to as many jobs as you can starting today and keep going every day.,TRUE
[seeker] Thank you. I would like my friend to dump this girlfriend. She's ruining the friendship!,[supporter] Do one thing call her and try to talk with her. In our world no one is mean.,[seeker] I've tried to talk to her. She's arrogant and insulting. She thinks that everyone else is an idiot. Talking to her just makes me angrier!,[supporter] Take both of them to restaurant or call at home. Tell your problem directly,"[seeker] I would like to talk to my friend without the girlfriend around, but she seems to butt in all the time. I can't get him alone to explain how this crazy woman is ruining his other friendships.",[supporter] Very first you have to calm down.Don't break your friendship so easily. Friends are like gems.It's my request not to give up,[seeker] Thank you. I don't want to lose the friendship. I don't think I can stay calm with that woman around.,[supporter] Tell me how you are feeling to leave your friend because of one girlfriend,[seeker] I am feeling that it would be a shame. We have been friends for so long. I don't think the girlfriend cares about my friend's feelings or friendships. She just thinks about what she wants.,[supporter] Make sure with me today that you won't break your friendship. Please reassure with me .,[seeker] I will do my best to maintain the friendship. I might have to put it on hold for a while. Until he breaks up with the crazy woman.,[supporter] Anything else I can help you?,"[seeker] No, thank you. I think I can try again to save this friendship and put aside my anger.",[supporter] You are very nice!!!,"[seeker] Thanks. Well, have a good day!",[supporter] You too!!!,[seeker] It was good that we had a chance to chat. I didn't realize how angry I was.,[supporter] Don't keep any hard feelings for those who like you more,,,1282,V2,My friend has a girlfriend who is a real bitch. I can't stand how she treats me and others. I wish that my friend would dump her.,I am biting my tongue but I feel like I have to say something to him.,"You are fed up and also scared of losing the friendship, that is a rough spot.","This is sitting in my chest and coming out as sarcasm, which is not helping.",Confront your friend today and push him to end the relationship.,TRUE
[seeker] I don't mean to put obstacles in the way of your help but I live 25 miles from town and there is no public transportation here and I don't have a car. You have felt like this before? How long did it last? What did you do to get better?,[supporter] It lasts until you deal with it. I talked to someone to help me understand why an dhow i was feeling this way. Dont worry about putting obstacles for me heh im here to help you.,[supporter] One good thing covid has done for us is create a surge of telemedicine. I know my therapist along with many others are doing it this way now. It may not be as great as being in person but it helps having that ear to listen to you.,[seeker] I think I feel this way because I feel so stuck. I make a little money working remotely but not enough to make any     big changes and the things I do don't ever last like the house is only clean for moments.,"[seeker] You are right, one of my friends who has asthma started getting her meds through an online doctor and I am sure therapists are on line also, she said her doctor is even reasonable and less than her normal office visit that is something I can look into.","[supporter] I can relate to that, spend 8 hours cleaning the place up for my 10 year old to tear it all down in 10 minutes. Jobs are a whole other can of worms as well. May i suggest though that, even though big goals are great to strive for, you set a bunch of smaller goals to complete?",[seeker] What would be an example of a smaller goal? Enjoy your son my kids are grown and gone and it happens faster than you think.,[supporter] Yea just last year they were a baby in my eyes ha. Maybe just even something as apply to 2 new jobs this week. Clean the kitchen on monday. Simple things.,[seeker] I don't really have big goals because they all seem too impossible to be realistic.,[seeker] Your small goals seem big to me. I can barely drag myself to the kitchen must let get motivated enough to clean it.,"[supporter] How about starting with just doing the dishes, or wiping down the counter?","[seeker] That would be a simple goal, I could try for that, I think maybe I should make my first goal to find an online therapist with a sliding fee scale. Do you know if there are any kind of directories for online therapists?",[seeker] How long did it take for you to start to feel better after you started to get  help?,"[supporter] Yes i think that would be a great first step. I would try a google search like ""Therapists (My Area) Sliding Scale""",,,,,,,650,V2,For the last few weeks everything is an effort. I just can't get motivated. Why clean the house it will just get messed up again and no one else cares. I feel bad for my dog I don't even take him for walks anymore. Things that usually cheer me up or make me happy just seem pointless. No matter how hard I try I get nowhere. I just want to sleep until these feelings go away if they ever do,Everything feels pointless and even small tasks feel impossible right now.,"When motivation is gone, structure can matter more than inspiration.",Even taking the trash out feels like climbing a mountain right now.,Clean the living room today and do not allow yourself to stop until it looks different.,TRUE
[seeker] i had a lot of reasons to give up on you,[seeker] but i still chose to stay,[seeker] hello,[seeker] how are you?,[supporter] I am glad you stayed.,[supporter] What are some of the reasons you wanted to give up on me?,[seeker] hmm,"[seeker] she don't miss him, you miss the person he used to be.","[supporter] Missing people can feel devastating, Is that what I am hearing you say?",[seeker] what about you?,[seeker] ofcourse,"[seeker] never go back to an old love, it's like  reading a book over and over again when you already know how it ends.",[supporter] You sound like you have a lot of wisdom,[supporter] How are you trying to move on?,,,,,,,36,V2,"When one partner feels that the other isn't fulfilling a requirement, Wadley says, it's important to communicate that. If that person's partner isn't willing to try harder to fulfill that need, it's probably time to move on, she says Tell your BF or GF that you want to talk about something important. Start by mentioning something you like or value about the other person. ... Say what's not working (your reason for the break-up). ... Say you want to break up",I read all this advice and I still do not know how to actually move on.,Too much guidance can make you feel even more stuck.,"The more I read, the more I feel paralyzed, like I am collecting rules instead of living.",Cut them out of your life completely and stop giving the past room to stay active.,TRUE
[seeker] I'm in a big mess,[supporter] ok tell me about it,"[seeker] I am not fine , I tried to persuade the girl to abort the pregnancy but she refused",[supporter] that is a hard position to be in.,"[seeker] my wedding should be first week of JANUARY , I just said I should fuck this girl and release her as I am about to settle down. I dont know that it will turn to pregnancy",[supporter] are you saying that the woman you are marrying is not the woman who is pregnant?,"[seeker] now she informed my parent about the pregnancy and my fiancee is still keep on preparing for the wedding, never know that someone has got pregnant for husband to be",[seeker] yes,[seeker] just a friend,"[seeker] my parent said I should inform my wife by myself , it is a big shame, she will never agree  to go to the altar with again",[supporter] Do you think you should tell your fiancé?,"[seeker] ah , it is painful",[seeker] very difficult to open my mouth and tell her such,[supporter] What do you think you will do. Tell your finance or not tell your fiance.,[supporter] she will be your wife. this is important for her to know?,"[seeker] I wish to tell her, but I am scared oooooo",[seeker] that girl is a bitch,[supporter] Every man would be scared in your situation. This is a fact. But some with tell and some will not.,,,301,V2,"I messed up, my girl friend got pregnant two months to my wedding with my fiancée wedding",I am carrying a secret that could blow up my whole life.,This is intense pressure and you are trying to avoid a painful moment.,"Every hour I delay it, it gets heavier and my head keeps rehearsing disasters.",Tell your fiancée right now and do not delay it any further.,TRUE
[supporter] I have been divorced myself so I know it is not easy. But I can promise it gets much better,[seeker] yeah. it sucks. wish it was not this way.  do not want to move on but without trust there is nothing,[supporter] Of course and it is normal to have mixed feelings,[seeker] I just cannot get out of this funk.  why me?  what did i do to make him want someone else?,[supporter] Have you looked into any divorce support groups in your area or online? It can help to discover that you are not alone in how you feel,"[seeker] Yeah, but the only one  in my area in person is cancelled.  online seems impersonal.  I dont mind being on my own, but like companionship.  But will not trust again.  I am in a no win situation.  At least the kids are grown.","[seeker] talking does help some, just no way to fix this really.  It is internalized with me.","[supporter] I understand. I went though a lot of feelings myself when I divorced. Blaming myself, blaming him, missing him. It took some time to work through but thankfully today it is all a distant memory. Sometimes time is the best healer. Be kind to yourself and take time for you.",[seeker] yep. i guess it is too soon.  2020 is the suckiest year ever. On so many levels.,[supporter] I hear you on that. It has been a very unusual year in general. I think that with everything going on in the world it is more important than ever that we take me time.,[seeker] got plenty of me time. lol,"[seeker] this is just the worst year to meet people.  most of my friends were mutual marriage friends, and their pity is uncomfortable, and a few have chosen sides.",[supporter] I know how hurtful that can be when people chose sides. It happened in my own divorce. The best thing you can do I think is to remember not to let anyone else's misinformed opinions affect how you ultimately view yourself. None of those people were there and none of them experienced what you did.,,,,,,,,849,V2,breaking up cause husband cheating,I feel torn between protecting myself and fearing how lonely this will be.,"After betrayal, your mind can swing between clinging and cutting off.","I keep swinging from rage to missing him, and it makes me doubt my own spine.",Block him completely and do not keep any line open for contact.,TRUE
[seeker] Cannot seem to shake the blues even though I exercise and have a friend I regularly talk with.,[supporter] Do you think your mood is related to any current or recent events in your life?,[seeker] Yes. To handle my previous depression I self medicated and ended up going to prison. Made my situation worse. Now trying to adjust but depression is worse having lost job and social stauts,"[supporter] Feeling down after an experience like that is certainly understandable, and I suspect that might be the main cause of your depression.","[supporter] Regarding losing your job, I wouldn't worry too much. New businesses are opening each day as the pandemic slowly goes away. You will have plenty of job opportunities. Similarly, you will also regain your confidence and social status as you interact with society more.","[seeker] Yes, but its a vicious circle. Get blue and find it hard to strive. Unfortunately many jobs require background checks these days. Even Amazon!",[seeker] Hope with the vaccine that things will look up.,"[supporter] I am feeling optimistic about this vaccine, you will see how it helps us all slowly get our lives back to how they were.",[seeker] Yeah. The covid thing is an additional layer of isolation and depression.,[supporter] It will soon be over hopefully,"[supporter] Hey, just try to focus on improving yourself as a person. Try to find an activity you enjoy doing. Keep exercising, that's great for your body and mind. And definetely talk to any closed one you have if you need to.","[supporter] Hey, just try to focus on improving yourself as a person. Try to find an activity you enjoy doing. Keep exercising, that's great for your body and mind. And definetely talk to any closed one you have if you need to.",[seeker] political situation in US not helping like with most recent aid bill.,"[seeker] BTW how do we know when this HIT is complete?  Yes, striving to gain 10 lbs of lean mass.","[supporter] I agree, but it's not like we have any major control over that unfortunately.",[seeker] Serenity prayer. Lord grant me.. to control ..,"[supporter] You have to hit ""quit"" and fill the questionarie. And I am sure you can get really strong! Just keep working out :D",[seeker] How about you? Holding up to Covid-19 insanity?,"[supporter] It has been a rough time, but I have just been focusing on work, and hopefully it will be all over",,141,V2,lost job went to prison,I feel like my past is following me and I do not know where to start.,You are trying to rebuild while carrying shame and uncertainty.,"I keep imagining people judging me before they even speak, and it stops me from trying.",Start job hunting immediately and make that your only focus for the next weeks.,TRUE
"[supporter] I used to be a night owl, going to bed early in the morning.  I reset my schedule very gradually.  I went to bed 15 minutes earlier, and set an alarm for 8 hours later.  I did that for 3 days, then I would ratchet it back another 15 minutes.   It was a gradual process and the only way I could fix it.",[supporter] Are you getting any exercise during the daytime?,"[seeker] I see, I should set more alarms for myself. I have not put the time to exorcise as I would like to. I was planning on ordering a pair of weighted jump ropes for myself.","[supporter] Even a walk may help you sleep...I know it does for me,   Jump ropes are a great idea!   I was advised it's better to exercise earlier in the day, not too close to bedtime or it can affect sleep.",[supporter] Do you have trouble getting to sleep or waking up in the night?   Or is it more a case of just not feeling rested after your sleep?,"[seeker] I mostly work and go to school during the day so there really isn't too much time unless I decide to exorcise early in the morning. By the end of the day, I already feel exhausted from work and most of my motivation to exorcise is gone.",[seeker] I sometimes wake up in the middle of the night.,[supporter] I see.   Sleep problems are very common you certainly aren't alone in this.  With some changes I am confidant you can improve your sleep.,[seeker] Do you have any suggestions other than exorcising to help with sleeping?,[seeker] Anything would be taken into consideration if possible.,[supporter] I listen to a really good podcast called Tracks to Relax.  It's guided meditation that helps me deeply relax before I sleep.,"[supporter] sometimes I use it in the middle of the night too, if I can't fall back asleep!",[supporter] Have you tried meditation before bed?,,,,,,,,1022,V2,"It started during my childhood, when I was 9 years old, living my father. He had a bad temper and was impatient with me, especially with school. He would raise his voice at me and get physical when I didn't do well in classes. After the age of 10, I ended up living with my mother but I would spend most of my time with my friends because I enjoyed their company more than anything. I started to hate dealing with school because I felt I wouldn't be able to do well in school; I started to get anxiety from dealing with tests and it gotten bad to the point where I couldn't really stay in crowded place as well. Today, I still try my best to tolerate going to college and do my best in classes even when my anxiety comes back.",My anxiety and sleep are tangled together and I do not know how to break the cycle.,"When sleep is shaky, anxiety gets louder, and then sleep gets worse again.","Some nights I lie there wide awake, then the next day I am jumpy over everything.","Start a strict bedtime routine every night and do not break it, even on weekends.",TRUE
"[seeker] My girlfriend left me for my best friend, now I have no one in my life.","[supporter] I see, this sounds really difficult. How long were you dating your girlfriend? Do you have any friends, family or a support system by chance?","[seeker] We were together for 7 years.  I have no family.  My friend and girlfriend were my only family, we were like the Gatsbys.","[supporter] That is a very long time, I had a girlfriend and I was very vested in her and her family. She broke up with me around Christmas time as well. It has been awhile, but I remember getting her gift and it was over sometime afterwards. Do you have any co-workers or involvement with any local groups/organizations/church?","[seeker] My co-workers don't know about my personal life, I don't go to church.  Maybe I should go see a therapist?","[supporter] I think a therapist would be a great way to process this situation since our time is limited. From what you shared, it sounds like you have some past hurts that you may want to share with someone you trust. Do you have insurance or are you uninsured? There are great therapist for the insured and uninsured. :)","[seeker] I do not have insurance, I am between jobs and have nothing currently.  The holidays are an especially lonely time.","[supporter] I see, that is very difficult. This season bring many feeling like this myself. If you had a magic wand and could change anything about your situation, what would you change assuming that we cannot fix this situation per se.","[seeker] I would treat my girlfriend better I think.  She was pushing for a threesome with my best friend, but I told her no way.  That is why she left me.","[supporter] From what I am hearing, it sounds like you have a boundary and your girlfriend did not respect that. I think you deserve someone that respects you and your boundaries. If you do not feel comfortable, then you do not feel comfortable and should not be shamed for it.","[seeker] I agree.  She made me watch them have sex once, it was sick.",[seeker] Can a therapist help me with that?,[seeker] Are you still there sir?,[supporter] Sorry i was having wifi issues,,,,,,,31,V2,I miss my girlfriend so much and she left me for my best friend.,"Part of me knows I need help, but another part wants to avoid talking to anyone.",That push pull is common when you are hurt and embarrassed.,I keep replaying what happened and then I get mad at myself for replaying it again.,Start therapy now and commit to it before you make any other big moves.,TRUE
[seeker] I'm lonely and bored. Feel like there is nothing to do by myself. I play video games to cope.,[supporter] I went through the same process. I understand what you are feeling. I am glad that you are on Mechanical Turk and interacting with people. Which area do you live in? It is springtime and pretty outside. Have you thought about walking more walks?,[seeker] Talking a walk is a good idea. Unfortunately it is cold today but tomorrow it is supposed to be nicer.,[seeker] *taking,"[supporter] Yeah, I like to clear my head by taking a walk. I know it is a temporary relief, but it helps regulate my mood. Do you live with people, do you have conversation with people regularly?","[seeker] No I live alone. I don't like the people at work either so I don't talk to them. Every now and then I talk to a friend via text, I see my family rarely but will see them this weekend due to the holiday.",[supporter] It sounds like you know what you are doing and you have a support system of your choice. Do you share stories like breaking up with girlfriend with them?,[seeker] I share a little but don't want to burden anyone with my issues.,"[supporter] I have the same tendency. I don't feel comfortable imposing my struggle and my thoughts with people. I would personally recommend you sharing a little bit more with family during Easter. It doesn't have to be the intimate details of the breakup, it can be generic feeling, like loneliness.",[seeker] Thank you for listening and giving good advice. You are really good at giving support!,[supporter] I am glad that you find it helpful. I wish I can be around to hear more about it.,[seeker] That's sweet of you to say that.,[supporter] I hope you all the best.,,,,,,,,1088,V2,I broke up with my girlfriend since we didn't have chemistry and now I feel alone.,My family is going to be around this weekend and I do not know whether to open up.,Sharing can feel risky when you are still raw.,"If I say it out loud, it becomes real, and that thought scares me more than I expected.",Talk to them this weekend and do not keep this to yourself.,TRUE
[seeker] How are you doing today?,[supporter] I am good. How may I assist you today!,[seeker] I would love some words of encouragement,[supporter] IT seem you need some encouragement to accomplish your goal. Hope I understood it correctly.,[seeker] yes,[supporter] That's great! We all need motivation and encouragement to do something.,[seeker] Have you been in a situation like mine before?,"[supporter] I have been  in this situation many time. I perform better when I get support or encouraging words from other. Can you please tell me little bit about your goal, so that I can encourage you accordingly",[seeker] I always want a situation where i work without anxiety and fear of being forloughed because of my last experience,[supporter] I can understand your situation very well. We all face such a phase in our life time. you should not worry about it. Keep working hard.,[seeker] I put in extra work just to be on top of my goals,[supporter] That's great! Then you should not worry about anything. Now days situation is really stressful. We have to manage it somehow. You should give little time to yourself as well. It Will increase your productivity.,[seeker] My family is my greatest motivation to keep pushing hard .Time heals all wounds just well said,"[supporter] Family is a great support, then you will definitely grow and you don't have to take any stress because you have everything there with you.",[seeker] Do you have dependents that look up to you?,"[supporter] Yes, I have kids. To look them up I need to stay motivated and positive because I am the reflection to them.",[seeker] that is true,[seeker] I feel relieved chating with you,[seeker] Thank you for your words of encouragements. It really helped a lot,[supporter] That's my pleasure that my words helped you. Stay happy calm and motivated and rest you have big support of your family.,1183,V2,"Ever since the insurgent of Covid-19 ,I was hit hard when I was relieved from my full-time job for a non justifiable reason. I blame it to Covid because business was slow and it affected production. I was so frustrated and i didn't know what next to do as I had past due bills and family to take care of. I started applying for government benefits none was fast coming forth and requires a lot of processing time. I later got a part-time job that the pay was low and i could not put up with the bills .it was really tough. I almost went into depression but I did not give up home. Recently I got a full-time job but I have been scared and anxious because they keep laying off employees weekly. I wouldn't want to go through the terrible situation I had last time.","My new job should feel like relief, but I feel constant fear that it will disappear.","After what you went through, your nervous system is expecting the worst.","When someone gets laid off, my heart starts racing like I am next and it ruins the whole day.",Quit the job now before the layoffs hit you again.,TRUE
