prefix1,prefix2,prefix3,prefix4,prefix5,prefix6,prefix7,prefix8,prefix9,prefix10,prefix11,prefix12,prefix13,prefix14,prefix15,prefix16,prefix17,prefix18,prefix19,prefix20,session_id,label,situation,gen1,gen2,gen3,gen4,fixed,#,
"[seeker] Just kind of ""blah.""",[supporter] I understand that feeling. Have you lost interest in things that you normally would enjoy?,"[seeker] I don't know that I have exactly lost interest.  I still do them, but somehow it feels like I'm just going through the motions.","[supporter] I can relate to that. Have you thought about trying something new, or taking up a new hobby? That has helped me before",[seeker] Not really.  I guess that I'm just kind of stuck in a rut.,[supporter] Would you be willing to try a new hobby to make each day less monotonous?,"[seeker] Yes, I would be, but I'm not sure that it actually needs to be a new hobby.  I just need to have some sort of project that I'm working on.",[supporter] Maybe a new home improvement project?,"[seeker] No!  I've got a jigsaw puzzle that I could start, and I also have a list of ""21 books that you've been meaning to read.""","[supporter] Those both sound like great ideas! I think starting one, or both, would really make you feel a lot better.","[seeker] If I start working through the 21 books, that should keep me going for quite a while (even if I'm not interested in all of them)!",[supporter] I believe it will also help give you a sense of accomplishment. I know that it would me,[seeker] I agree.,"[supporter] Perfect! It sounds like you may have found a solution to help you get out of this rut and ""blah"" feeling",[seeker] Thanks for chatting.,[supporter] I hope that you start feeling better. I'm glad we were able to chat,[seeker] It was helpful for me to have a chance to put my feelings into words.  It just seems like I haven't had the opportunity to do that recently.,[supporter] I glad that you were able to talk about how you are feeling. That is a big step in feeling better,,,836,Normal,I just don't really feel enthused about anything right now.,"Everything feels gray. Zero hype for the future, no plans, just existing.",That numbness is a heavy blanket. You mentioned a puzzle earlier—think that could be a small spark to break the monotony?,Maybe. It's sitting there. Might give it a shot this weekend.,"Do it. Not for the 'achievement', but just to let your hands do the thinking for a while. Enjoy the silence.",TRUE,41,
[seeker] I will try my best to get more time for myself and try to relax more often that I currently am.,"[seeker] I am also trying to accept that my medical issues are getting worse and I can not do all that I use to, and that truly frustrates me as well.",[supporter] Do you think the anger you are feeling is directly a result of the situation? Do you feel the anger is manifested from somewhere else? I think it is important to get to the underlying source of the anger and take care of that first and foremost.,"[supporter] That's concerning, but very understandable. Are you able to financially seek additional help? Sometimes it's just what you need, as hard or embarrassing as that may seem. No one needs to know what you seek, but it is important not to disregard additional help, be it mental health, physical therapy, or just general prevention and detection from a PCP.",[seeker] I feel that I am having trouble dealing with the fact that I am not able to do all the things I want to do.  It is not an easy thing to lose your abilities when you feel so young but your body says otherwise.,[seeker] I was in physical therapy but could not afford it any longer.  So instead I purchased my own hot tub to be able to soak in and do some water exercises that may help me.,"[supporter] I think that's a normal way to feel and a frustrating part of growing older. I think focusing on positives and things you enjoy will help keep your mind away from thinking about ""what used to be"" or ""what once was"" - finding passions and joys in new things could help revitalize you.  Can I help you find new hobbies or passions?",[supporter] I think exercise bands are a great way to keep your limbs loose and nimble. They are affordable and available on Amazon. I have some and I think they're great. YouTube can help with exercises.,"[seeker] That is a great idea, I may even have some here that I could use.  I am lucky that I do have two dogs that keep me going as well and am trying to get out and take them on walks more, but not easy when is so cold out lately.","[supporter] Totally understandable. I'm a little younger and even I am sick of sub 50F weather, so that's not age holding you back! I think it's important to maintain positivity and find any outlet that keeps that going for you.",[seeker] Thank you I will definalty do that and will look for some additional exercises to do.,"[supporter] You're welcome. Is there anything else I can help you with today, even if it's something as simple as providing suggestions for new things to try?",[seeker] I would love some additional suggestions!!,"[supporter] Meditation has worked wonder for my best friend. The app Headspace is fantastic. I'd also recommend podcasts, using either and app or your computer, and find a series on a topic that you enjoy, weather it's mindfulness, or self-care. There are plenty to choose from and you can go at your own pace.",,,,,,,1288,Normal,Raising grandson and he is being very difficult. I also have a lot of medical issues that limit my abilities.,It's a bad combo—my health is failing and I can't keep up with his energy. I feel like I'm failing him.,"You're fighting a war on two fronts: your body and his behavior. Does he realize how sick you actually are, or is he just being a kid?","He's just a kid, but he gets restless. I wish I had a way to entertain him without wrecking my body.","Low-energy bonding is the key. You don't need to run. Read to him, build lego sitting down, or watch a movie together. Your presence matters more than your cardio.",TRUE,42,
"[seeker] Yes, I have a specific professor that intimidates me and knows that she can rattle me. I wish I could avoid her.",[supporter] That sounds like it'd be enough to upset anybody.,"[seeker] I know, right! I know I have my material ready to present and feel confident, its just how she gives constructive criticism and that her decisions and 25% of my final grade",[supporter] I think most people aren't big fans of public speaking.,"[seeker] The last class I had with her she was very aggressive when I asked questions aloud. Almost if she was put out.  Also told me that my bumper sticker that says ""stop heroin"" was ignorant.","[supporter] Well she sounds like kind of a pain in the ass honestly, I had a teacher like that one time myself.",[seeker] I have so much anxiety and emotional conflicts going into the last assignment. Just wish I had some good coping mechanisms to practice to get me through this.,[seeker] Oh yes!  a PITA!,[seeker] That made me giggle a bit. Thank you for that,"[supporter] Maybe you could try and just put things in perspective.  I mean this will all be behind you soon enough, and no matter how it goes it's not like you're going to wind up on skid row over it, I wouldn't think.","[seeker] You are right, only skid row I know is 18 and life. Best with Sebastian Bach","[supporter] So in the short term I'd just try to get a good night's sleep, give it your best shot, and keep in mind that it's not really all that significant in the grand scheme of things.",[seeker] Now that helps take me back to a better time. It will be over before I know it. Thank you for the nice uplifting words,"[supporter] Well my pleasure, I hope that was of some help!","[seeker] Thank you so much, I feel much better",[supporter] Well good!  So now what do we do?  Does this count as finishing the hit?,,,,,902,Normal,My thesis is due tomorrow and we have to do an individual presentation about our topics.,"I'm a wreck. I'm ready, but this one professor... she just stares through you. It's intimidating.",Some professors love the power trip. But forget her face for a second. What is the one fact in your presentation that you know better than anyone else in that room?,The Q&A part. I know my data inside out.,"That’s a strong anchor. If her stare throws you off, you could pause, breathe, and return to what you know: your data and your reasoning. Would it help to plan one “reset line” you can say to buy a second (e.g., “Great question—let me walk through the data”)?",TRUE,43,1
[seeker] Hi,[supporter] hello,[seeker] Hope you are doing well,"[supporter] i'm good, what is troubling you this afternoon?",[seeker] I am not happy with my friends. They were trying to let me down,"[supporter] if i get you clearly, you mean your friend disappointed you. how?",[seeker] Yes. There were a argument between two of my friend while trying to resolve the issue they all started targeting me.,[supporter] i have a hard time with my friends too sometimes,[seeker] Then what you do at that time,"[supporter] i used to give them time to cool off, when they are back to their senses, they will contact me and apologize",[supporter] what causes the argument in the first place ?,"[seeker] I was trying to stop the fight, I just said bit loud , ""Stop  all this  nonsense at my place."" Then they all started backfiring me.","[supporter] oh,jst give them time to reflect on what happen, they will definitely reach out to you, but you also have to make an effort to forgo the situation because they see you raising your voice on them as a sign of command of seniority.",[seeker] I feel like not talking to them. Without any reason they made such a big mess,[seeker] I feel like they are not my true friends. you are right I should give them time to realize their mistakes,"[supporter] exactly, that will also gives you the necessary time to know how to react to their forthcoming apologies",,,,,14,Normal,friends trying to let me down.,The isolation is hitting hard right now. I feel completely cut off.,"Silence from friends is louder than an argument. Are you keeping this to yourself, or is there anyone else you can vent to?",Haven't told a soul. Don't even know where to start.,"That makes sense—starting is often the hardest part. If you want, you could begin with one sentence to someone safe (“I’ve been having a rough time and could use a little support”). Who’s the least risky person to reach out to, even if it’s just a short text?",TRUE,44,1
[supporter] Why did he break up with you?,[seeker] because I didn't trust him and I was always jelous,[supporter] I think you should try finding a psychologist to help your jealous.,"[seeker] Yes, I think so, because I should not feel like that, I should trust him",[supporter] Apparently psychologist is good for people who want to share feelings and emotions,"[seeker] Yes, it's true. Thanks for the information","[seeker] I'm trying not to talk to him or think about him, because I feel better",[supporter] It's good for you to do that. You'll feel better with time.,[seeker] But it's so hard do to that,[seeker] I spend a lot of time with him,"[supporter] I feel the same way. When it had happened with me. However, I talked it with my friends and family and made me feel much better",[seeker] Yes. I'll do it,[supporter] You should spend time for yourself now. Take care of yourself.,"[seeker] Yes, I'm going to do that","[supporter] I Know that in the beginning it's so difficult to do anything, you just want to sleep and do nothing, but with time you'll feel much better and try start over",,,,,,1202,Normal,My ex-boyfriend broke up with me because I was too jealous and I didn't trust him.,"The memories keep looping. I know it's over, but the sadness just blindsides me.",It’s not just sadness; it’s withdrawal. You’re detoxing from a person. What’s your immediate reflex when the wave hits?,"I try to stay busy, but the quiet moments are when it gets me.","That's when you need to get it out. Journal it, scream into a pillow, voice memo your rambling. Don't bottle it up.",TRUE,45,
[supporter] Do you have access to any areas outside your town that are in driving distance or a bus can reach?,[seeker] I have my car. No bus's go through here.,"[supporter] Well if you have a car, maybe you would be able to find something a little outside your area that would pay more. Try taking a look on indeed.com or even craigslist for open positions. You may be surprised by what you find and a change in career can sometimes be a positive thing",[seeker] I just got out of the Air Force. I really need a steady paycheck right now.,"[supporter] The only way you are going to be able to get a job is by looking what is out there. If you can work retail, it is a great time for that because of the holidays. Even if it is a temp position, at least it is something.",[seeker] And the holidays are just about here. This is going to suck.,[supporter] It is a difficult time in general for a lot of people. I think most people are going to be understanding this year when it comes to gift giving. I wouldn't worry too much about that and instead focus on what you are able to do about the situation.,[seeker] This is the first time in 3 years i will be home for Christmas I was hoping to make for not being here.,[supporter] Perhaps think of you just being home as the gift. Having time to spend with your family and friends is likely to mean more than something you can buy.,[seeker] My luck we won't be able to leave the house.,[supporter] Then make it a great experience in the house. Make decorations and do holiday things. There is a lot people can do this time of year without going outside that is fun and meaningful. Try to be optimistic even in tough times. Sometimes it is all we can do to get by.,[seeker] I was thinking about learning how to make my own beer. Two birds one stone.,[supporter] Yeah! That is a great idea. I know people that started doing that and ended up opening their own local brewery. You never know what could happen when you try new things!,[seeker] That is true.,[supporter] I hope I have been a little helpful for you today. It is tough right now but we can get through it.,[seeker] Thank you and have a great weekend.,[supporter] You as well.,,,,609,Normal,I just got layed off.,"On the bright side, I might actually make it home for Christmas this year. First time in ages.","Silver linings! Losing the job stings, but gaining the holiday? That’s huge. Have you dropped the news to them yet?",Not yet. They're gonna flip. It's been years.,"That’s a lot to hold at once—excitement about seeing them and worry about their reaction. You could share the news in a way that’s honest but grounding (“I was laid off, I’m okay, and I’m making a plan”). Would you rather tell them before you arrive, or once you’re home and can talk face-to-face?",TRUE,46,1
[supporter] Good evening :-)  How are you tonight?,[seeker] I’m ok. I’m just calming down.,[supporter] That's good that you're calming down but were you previously upset?,[seeker] I got into a major blowout with my parents.,"[supporter] That's really rough, I'm sorry to hear that.",[seeker] I’m just so upset. They don’t approve of my girlfriend.,[supporter] And they would like you to break up with her?,[seeker] Oh definitely.,[supporter] It's complicated when parents want input into their child's relationships.  That is really explosive stuff.,[seeker] I’m not giving in. I really like her and she is soooo hot.,[supporter] Are you going to have to be around your parents soon after this?,"[seeker] Yes I will be. Just because she is black, they don’t approve.","[supporter] Oof, I see.  I can understand you being upset by that, it's a silly reason to disapprove.  Was the blowout in any way productive or just angry?",[seeker] Just angry. I’m not sure what to do.,[supporter] I don't know that this problem will be solved with one single choice or conversation.  Do you live with your parents?,,,,,,873,Normal,I had an argument with my parents over my girlfriend.,"I'm stuck in the crossfire. Parents on one side, girlfriend on the other. It's exhausting.",The classic tug-of-war. You feel like you're betraying someone no matter what you do. Is your girlfriend handling the heat okay?,"She says she gets it, but I know it hurts her. I hate making her feel unwanted.","You're shielding her, which is good. Maybe later, you can humanize her to your parents. Hard to hate someone you truly know.",TRUE,47,
[seeker] I am unable to focus on my studies due to stress. I am afraid that I am gonna fail.,[supporter] so you mean you are afraid you will fail because you are stressed out with your studies,"[seeker] yes, due to stress and anxiety it is hard to concentrate.",[supporter] that can be hard but you can do it. knowing that you are scared is enough motivation for you to push through,[seeker] I can't sleep at night and having bad dreams that I will fail in my exams or I am unable to answer questions.,"[supporter] i can sense your feeling, i once had same mind stress before",[seeker] So what you did? how you came out of it?,[supporter] i stop reading alone. I read with my friends. girlfriend or read in a public place like the library,[seeker] That is a great idea but due to COVID it could be risky to meet up daily and library is closed where I live.,"[supporter] yes, covid has made things messy but you can always connect with someone online and chat about what you have read so far. I did same thing during the lockdown",[seeker] That's what I can do. Thanks! It might make me feel better. What else can I do to control my anxiety?,"[supporter] always make sure you get enough rest and when ever you are getting the feeling next time, distract your self with something you love and then continue after a while",[seeker] Thank you so much for all your suggestion. Hope it will help me,[supporter] and make sure you eat well. and exercise to control your breathing,[seeker] Is there any specific exercise?,[supporter] you can do bit of yoga and meditating. You should be fine with that,,,,,1184,Normal,I am having lot of stress due to my upcoming exams.,Breathing exercises aren't cutting it. I start studying and the panic just floods back in.,"Breathing is a shield, not a cure. If the panic is that strong, maybe your study blocks are too long?","I feel better for a second, then boom, stress again.","That “boom” makes sense—your nervous system is staying on high alert. If you’re open to it, try experimenting with shorter, safer-feeling blocks (like 10–15 minutes) plus a brief reset, and see if that reduces the panic spikes. What subject triggers the strongest panic when you start?",TRUE,48,1
[seeker] I think we are both willing to end it if we cant get along but both want to fix it but dont know where to start. We have lived together for 6 years but only recently gotten married.,[seeker] Are you married?,[supporter] do not let this get the best of you. there are ups and downs in marriage but you have to be able to work through all that with your partner.,[supporter] no i am not married but one day i do want to get married,[seeker] My parents are going through a divorce right now. They were together for 25 years.. my dad has been my step dad since I was two. She went to rehab and they were planning to renew their vows when she got out. She left him for a guy she met in rehab.,[supporter] I know you will two will be able to work through this together,[seeker] Thanks,[supporter] I am sorry to hear and i understand how you are feeling my parents recently got a divorce,[seeker] Yeah i think its bothering me more than I realized.,[supporter] i can understand but you know you just have to move on with life and not let that get in the way especially your marriage,[supporter] both of you need to try to sit down and have a talk about the marriage and let your partner know how you are feeling and see how your partner is feeling.,[supporter] without communication then it will be hard to get through a marriage,[seeker] youre right,[supporter] when there is no communication then that is when the trouble starts and the marriage starts failing,,,,,,,370,Normal,My husband and I are very close to a divorce and neither one of us wants it to happen but we can not get along.,My parents' messy divorce is playing in my head. I feel like I'm doomed to repeat history.,Generational trauma is a heavy backpack to carry. But you aren't your parents. Have you told your husband you're scared of ending up like them?,Too scared to bring it up. Might make it real.,"That fear is understandable—naming it can feel scary. If you decide to share, you could keep it gentle and non-blaming, like “I’m scared because of what I saw growing up, and I really don’t want to lose us.” Would it feel safer to say it in a calm moment, or to write it down first?",TRUE,49,1
"[supporter] That is a long time. Event though she was your rock,  just know that you will eventually find someone new and this hurt will be no more.",[seeker] But im not sure how to survive in the time being.  my life will be a disaster.,"[supporter] I can feel your pain,  i have had similar experience and it took quite a while to move on, but know that this too will pass",[seeker] I dont have the time to do all she did to maintain my house.  What am i supposed to do now she is gone.,"[supporter] There was a time when I had a breakup that left me feeling like it was the end of the world,  but i am fine now and  so would you.  Take some long walks but he sure to socially distance and try meeting new friends online and just talk.  That will help","[seeker] But what about my dishes, and bathroom cleaning that she did, and i dont have time to do?",[seeker] My house is already starting to look terrible since she has left.,"[supporter] think about it,  the added exercise will help you from getting lonely with her not being around",[seeker] But  i have never done laundry.  My mother did it when i lived with her. and i moved out from my mother to live with my girlfriend. How am i gonna do my laundry? I've never done it.,"[supporter] If you focus too much on the break up,  you will have a hard time getting over her so try to do some fun activities that you can enjoy alone  so that you are safe.  You can search youtube on how to do laundry and other chores,  you will be ok",[seeker] Thank you for your advice.  It probably isnt that hard. I just am nervous about trying to do it myself for the first time.  Its starting to pile up now.,"[supporter] Don't be nervous,  Just take some time to learn the house chores and you'll be fine","[seeker] It'll be new, but i guess i could at least try.  But i miss her so much.  I dont think i can ever find someone else like her.",[supporter] You will find that someone. Hope I was able to make you feel a bit better.,[seeker] You are very positive.  I wish i had your positivity.,[supporter] Think of the glass half full.   You will do well.,,,,,540,Normal,I dont know what to do with out her.,Even the laundry pile triggers me. It just proves how much she did that I took for granted.,"Grief hides in the mundane stuff, like dirty socks. Don't try to be a hero. Can you wash just one load today?",Yeah. One load seems doable. The whole mountain is too much.,"One load is a solid start. If it helps, you can choose the smallest, easiest piece (like socks) and let that be “enough” for today. What would make it easiest to begin—setting a timer, playing music, or asking someone to sit with you while you start?",TRUE,50,1
[seeker] The accident was Thursday February 25th but he held on until Sunday the 28th,[seeker] He was only 26 years old,[supporter] There's nothing that can prepare you for unexpected tragedies like this. We just have to deal with them as they come.,[seeker] I understand what you are saying but that's the problem.  How to deal with such a terrible unexpected loss,[seeker] I feel helpless because there is nothing I can do to make her feel better.,"[supporter] It sounds like you're sticking close to your friend, although it doesn't feel like its helping.","[supporter] It's my experience that when someone has experienced a traumatic loss like that, making someone feel better, at least right away, isn't always an option.",[supporter] The most important thing you can do for her is just to be there for her and allow her to feel however she needs to feel right now.,[seeker] She is inconsolable..... and me also being upset is not helping matters either.  You are exactly right...it's impossible to help.,[seeker] That is great advice...thank you,[seeker] I really appreciate you taking the time to listen,"[supporter] Of course. These things are tough to face on your own, so you did the right thing by reaching out.",,,,,,,,,1166,Normal,My best friend's son died in a car accident.,"I feel useless. I check in, but nothing I say fixes anything. How do you comfort a mother who lost a child?",You don't fix it. It's unfixable. She doesn't need a mechanic; she needs a witness. Can you just sit with her?,"I think she just needs ears. Someone to listen, or just be there in silence.",Exactly. Be the furniture in the room if you have to. Your presence is the only thing that's real right now.,TRUE,51,
[supporter] Ok. What do you want to chat about,[seeker] I am not sure,"[supporter] No you are uncertain about the chatting, what can we chat about",[supporter] Sometimes it helps to just talk.,[seeker] I can't wait to be over this cold and leave the house,[supporter] Cold as in the bug or weather,[seeker] Sick. But the weather is also cold,[supporter] I am in a southern state and it is chilly.,[supporter] Where about are you from,[seeker] Northeast Ohio so it tends to be cold and gross up here,[supporter] I can imagine especially with the storm hitting,[supporter] I am in Georgia and the air is chilly,[seeker] I'm definitely not prepared for the storm. It can be so hit or miss what they actually bring,[supporter] Are you in the path of the storm,[supporter] At least you are away from the east coast. They are going to get hit hard.,[seeker] I am but I dont think it is supposed to be as bad by us. We are on the edge of it I think New York is supposed to get like two feet of snow,[supporter] How much snow do you normally receive,,,,343,Normal,Have been stuck at home due to illness and am growing tired of it.,"Heard snow is coming. Not a blizzard, but enough to trap me inside again.",Trapped inside while sick? Cabin fever must be peaking. What's the strategy to not go crazy today?,"Relieved it's not a storm, but I need a distraction.","Lean into the cozy. Movie marathon, new book, or just nap. If you can't go out, go deep into a story.",TRUE,52,
[seeker] i have things about overthinking about my past sometimes she flashes on and off through my mind when some of my collegues express their feelings of emotions through their relationships,[supporter] Is there someone in your past that weighs on your mind?,"[seeker] The feelings i put for her the emotions its all gone for waste, she was my first love though",[supporter] Going through a romantic loss can be a lot to process. You will be able to let go some day.,"[seeker] yea i ve watched a lot of motivation to help me relax my self , and i ve heard a lot of people say good things to me , my friends and family :) as time passes ill get much better i guess soo",[supporter] It is definitely helpful to reach out. You got people that like you.,[seeker] Yea the only people around is the only valubale thing to u in this world,[seeker] Do i have to keep talking  about my feelings to you ? i can trust you right :),[supporter] Definitely keep  talking to those people because that's gonna help a ton.,[supporter] Yeah you can trust me :) I think we have a bit more to go.,[seeker] hmmm great!!!  i like you a lot so how do i avoid falling for the wrong one,"[supporter] Take things easy and don't worry too much about it, because things will fall in to place naturally if it is a good fit.",,,,,,,,,1076,Normal,My ex who i loved so much and almost gave her everything cheated on me with another guy from my school.,Recovering from that betrayal took forever. But I'm finally focusing on 'me' time.,The best revenge is living well. And it's the best medicine too. What kind of 'me' stuff are you getting into?,"Painting, reading... stuff I stopped doing for her.",That sounds like you’re reconnecting with parts of you that got put on hold. If you keep going gently—one small “me” activity at a time—it can really rebuild your sense of self. What’s one thing you’d like to bring back into your routine this week?,TRUE,53,1
[seeker] I have a big test coming up for a college class and I am very anxious about it.,[supporter] you seem really concerned about a big test coming up and its making you feel anxious.  is that correct?,[seeker] Yeah exactly. I feel like my future depends on getting a good grade on this test.,"[supporter] just from chatting with you, I can feel how anxious you are.",[seeker] I've been studying every day for weeks but I still can't help but feel really anxious. I don't know what to do. It's messing with my sleep schedule.,[supporter] your doing your best and continuing to try hard!,[supporter] it's great that you are working so hard to pass this test.,[seeker] I'm trying my best I'm just worried it won't be enough.,[supporter] deep breaths can help people calm down. Can you try and take a few deep breaths?,"[seeker] Yes, I can try to do that more often.",[supporter] how confidant do you feel with the material?,[seeker] I'm fairly certain I have most of it memorized but what happens if I freeze up and forget during the test?,[supporter] I feel the same way when I am taking a big exam! Try to remember to breath and not be so anxious that will only cause you to forget everything you studied.  You seem very intelligent and I know you can do this!,,,,,,,,1242,Normal,I have a huge test coming up soon and I don't think I am ready for it.,"Trying to take breaks, but my brain just spins out about the test the whole time.","So it's not a break, it's just 'anxious procrastination'. Is the anxiety helping you prepare?","No, it's just paralyzing me.","Then flip the script. Use the break to visualize winning, not failing. Or do something physical to shake off the adrenaline.",TRUE,54,
[seeker] Not too well.  I have been depessed because of our state shut down and today an old friend from unior high school passed.,"[supporter] Sorry to hear that.  I absolutely understand, it's been hard on most people having to deal with the current state of affairs and losing people.",[supporter] Do you think things will improve?,[seeker] Thank you.  I know we are all in the same predicament.,"[seeker] I think things will improve, but not for a year or more.",[supporter] I agree.  I lost a teacher some time ago and I've been thinking a lot about when things might improve.  A year seems plausible.,"[supporter] Since it's so hard, are there things you think you can do to cheer yourself up?",[seeker] A year is a long time when y,[seeker] A year is a long time when you are 76 years old.  I just want to enjoy the rest of our lives - my husband and me - and travel until we can't enjoy it any longer.,[supporter] Sorry to hear that.  It is really tough being restricted to not travelling.,[supporter] I call my parents (around your age) about once a week.,[seeker] Thank you so much for your support.  It is tough and there is nothing to do.,[supporter] Do you have family you can talk to?,[supporter] Have you considered volunteering?  I ask because my neighbor bakes for the local food bank and it helps her.,"[seeker] Yes, I do, but I can't talk to my son in Florida because he lost his job and havng  tough time.  I don't feel like I should enjoy my life when he is suffering.  We may need to help him financially.  I use to volunteer at a nursing home, but I am afraid to now with the virus",[supporter] That is reasonable.  And it sounds like you are doing all you can.,[supporter] Could you teach from home online and keep yourself safe?  Or perhaps provide your son financial support?,,,,712,Normal,The ongoing pandemic. My husband I like to travel and planned that for our retirement years. I feel we have lost a whole year already.,"We worked our whole lives for this travel time, and now... nothing. I miss exploring with him.",It feels like time theft. You earned this freedom and the world shut down. Where is the number one spot on your list when borders open?,Italy. I dream about the pasta and the history.,"Italy is a beautiful dream to hold onto—and it’s okay to grieve the lost time, too. If you want a small substitute for now, you could plan a “mini-Italy” day (food, movie, photos, itinerary planning) or a local outing that still feels like exploring together. Which would feel more comforting right now: planning the future trip, or creating a small adventure this week?",TRUE,55,1
"[supporter] Of course! If you're done talking, feel free to end the session","[seeker] Yes, but at least I do everything that I can do.","[seeker] No, it's ok",[seeker] Probably I will try to listen to a music before the test,"[supporter] Okay, whenever you're ready.",[supporter] I know you'll try very hard! Relax so you can do your best,"[seeker] Yes, because sometimes I see people studying before the test and I don't think it's a good idea due to you will be more anxious",[supporter] I agree. It can stress you out more when you're already stressed.,[seeker] People try studying until late and they don't sleep properly which is bad for them,[seeker] I try study the day before but not until late,[seeker] and sleep well,"[supporter] Yes, people do better on tests when they are well rested.",[supporter] It sounds like you're on the right track! Keep it up.,"[seeker] ok, I good now. thank you for talking to me",[seeker] bye,[supporter] Have a nice day/night/evening!,,,,,1016,Normal,"I am an anxiety person, when I have test, I'm going to travel, I'm going out and so on I will always have anxiety.","I know I'm anxious by nature, but I need to manage it better. It's exhausting.",Recognizing the pattern is step one. You know the beast. What's one trick you can use to tame it before an exam?,Deep breathing usually centers me a little.,"Old school but effective. Anchor yourself with your breath. You control the body, the mind follows.",TRUE,56,
[seeker] I am not happy. I lost my job.,"[supporter] Oh, thats bad.",[supporter] When you lost your job?,[seeker] about 4 months ago.,[supporter] In which field you are looking for?,[seeker] Bus driver and/or Production,[supporter] You can try as a school driver. As school now opened You will get it,[seeker] That is what I did do but with union rules and bidding rights. There is not enough work,[supporter] Try Uber and that is good choice as you are not doing anything.,[seeker] I tried but my cat is not new enough for their rules.,[supporter] Oh ok Take deep breath and just keep applying.I am sure you will get something good. Believe in god!,[seeker] God has been my source of comfort he's my everything!,[supporter] That's really good. Keep trying your best . Apply everyday for job. You can start with grocery stores . I am assuring you that good time will come soon.,[seeker] Than-You it's is good to talk about this I feel better.,[seeker] I will try to go to grocery stores maybe even can do deliveries.,[seeker] Are you there?,[supporter] yes,[seeker] I am not so sad not . I will look for other suggestion you gave me.,[seeker] I cannot get unemployment because I only worked part-time,[supporter] That is nice to hear from you. I thinks you are happy now,1220,Normal,I lost my job and cant find another one.,"Checking grocery stores now. Not my dream job, but bills don't care about dreams.","Hustle mode. Respect. Any bites yet, or just applications into the void?",Silence so far. Hoping something clicks soon.,"The silence can feel brutal, and it doesn’t mean you’re doing it wrong. If you want, we can tweak one thing to improve odds—resume wording, keywords, or where you’re applying—while you keep the grocery option as a bridge. What kinds of roles are you aiming for long-term?",TRUE,57,1
"[supporter] I am not knowledgeable in this service industry. Let me understand. You delivered the order, but the customer did not confirm they wanted it.","[seeker] Five minutes later my supervisor called me saying that the client call and reported that he did not received his order. And that's not true at all, I gave him the food",[seeker] So now i don't know if they going to fired me or let me keep the job,"[supporter] Oh i understand, that would be annoying. Did you talk to your supervisor about this situation?",[seeker] Of course I did. He told me he going to give me the benefit of the doubt but that is not enough. Im an honest person and this kind of accusation makes me feel very bad,"[supporter] I understand, but do not feel bad about yourself. You did your work honestly and delivered the food to your customer.",[supporter] Can I suggest something moving forward?,[seeker] Yes. But stuff like that makes me look bad and makes people dont trust me,[seeker] Sure. That can help. I would appreciate it,"[supporter] Maybe every time you make a delivery, you can take a picture of it for proof.",[supporter] or maybe you can have a copy of the receipt and have the customer sign  it as well.,[seeker] Well. I normally take pictures of every delivery I make but I let this pass and look what happened,"[supporter] it's okay, it happens to everyone. we are human and we tend to make the smallest mistakes. The important thing is to learn from them.",[supporter] Is there anything else bothering you at work?,,,,,,,526,Normal,I work for a delivery company and this client accuse saying that I did not delivered his order.,"I'm furious. He's lying, and I'm worried my boss will believe him over me.",Being accused of incompetence when you did your job is rage-inducing. Beat him to the punch. Have you talked to your boss yet?,Not yet. I want to show him I'm committed.,"That makes sense—you want to protect your reputation. If you go to your boss, staying calm and bringing specific details (time, location, any proof like a photo or tracking) can help the conversation stay factual. What evidence do you have available right now?",TRUE,58,1
[seeker] Ive been feeling like other people dont like me,"[supporter] If I understand you correctly, do you assume people dislike you even if you can't tell for sure?","[seeker] Yes, i automatically assume I'm valueless in the other persons eyes, no matter what they say or do to the contrary","[supporter] It seems you are a bit low on self-confidence. I have been there too. If I may ask you, does this feeling persist all the time irrespective of the situation or it happens after any particular event - say a test or some outdoor game for example?","[seeker] Yeah, I've been texting my friend and he doesn't reply to me for hours and it makes me feel like he isnt as enthusiastic about our friendship as i am which hurts","[supporter] Right, the feeling of being ignored can be quite overwhelming. Have you tried speaking with your friend over phone or video call, assuming you have access to the technology?","[seeker] We have decent phone conversations, I guess I'm just frustrated and sad about my worthiness, now that im typing it out it sounds not nearly as bad",[seeker] Thank you,[supporter] Great! You are worthy! Remember that always :),[supporter] Is there anything else I can help you with?,[seeker] Haha thank you,[seeker] What do you think i should do when i feel this way next time,"[supporter] Good question! Don't let the feeling consume you. After all , you are dealing with another person who genuinely might be busy or held up with some important work.",[seeker] Thats true,"[supporter] So, even if they don't respond, just think they are driving or working, and try to avoid thinking that you are being ignored.",[seeker] I always assume since im not busy that they arent too,[seeker] I guessits a little self involved,"[supporter] Yes, sometimes assumptions can lead to misunderstandings. Always talk it out when you get a chance.","[supporter] It could be, but always bear in mind that there could be factors beyond your immediate control.",,725,Normal,I have been feeling like my friends don't like me and it's making me feel bad.,"When they don't text back, my brain goes to the worst-case scenario. ""They hate me.""",Classic anxiety spiral. Absence of evidence becomes evidence of rejection. Is it a specific incident or just a general vibe?,I worry I'm boring them. Or said something stupid.,"Everyone thinks they're the main character. Trust me, they are likely obsessing over their own lives, not your texts.",TRUE,59,
