session_id,label,situation,prefix1,prefix2,prefix3,prefix4,prefix5,prefix6,prefix7,prefix8,prefix9,prefix10,prefix11,prefix12,prefix13,prefix14,prefix15,prefix16,prefix17,prefix18,prefix19,prefix20,gen1,gen2,gen3,gen4,fixed,,
1215,V1,Ongoing anxiety about small things but seem to be much bigger in my head.,"[seeker] Much better than normal, even though the stock market is down.",[supporter] Are you an investor?,[seeker] I am a student that tries to put as much money into as possible.,[supporter] I can certainly understand the struggle with being at that stage in life.  Has this affected you negatively?,"[seeker] No the stock market really doesn't cause stress for me, mostly just small things that I think my brain overreacts to.",[supporter] What sorts of things?,[seeker] Kind of a variety of things. I typically get bad anxiety after a night of going out. So I am trying to cut out drinking.,[supporter] So you feel that the drinking itself gives you the anxiety?  Do you suffer from anxiety when you do not drink ever?,"[seeker] Sometimes but I think the root from them comes from when I do something while I'm drinking. Not that I do anything bad, but I just  don't like not remembering things.",[supporter] So you would say that you drink to the point of blacking out? Or you just seem to get foggy on details when you've had a reasonable amount of alcohol?,"[seeker] I used to black out a lot, but I have tried to control it by cutting the former amount of drinks I consumed in half, if I do choose to go out.",[supporter] I have drank to the point of blacking out several times in my life mostly when I was younger and I found that it either came from a certain type of alcohol or mixing different types.  Have you noticed it could be related to that or simply the amount of alcohol you are drinking?,"[seeker] It is typically the amount I'm drinking, but cutting out drinking as a whole has probably helped me the most.",[supporter] Certainly making sure that you only drink a certain amount like a couple drinks of beer or only a shot of harder drinks might alleviate this or refraining from mixing drinks.  Sometimes also it could be due to the company you keep...the amount you drink.  Do your friends encourage you to drink more?,"[seeker] They don't necessarily attempt to get me to drink more in volume, but I do have to tell them I'm not gonna go out for the night.",[supporter] Are they okay with it when you decline?,,,,,"Also, something else happened... I overheard a friend mention that they think I might be drinking to cope with something deeper, but I'm not sure if it's true or just their opinion.",What do you think they might be referring to? Is there something specific that makes you think about your drinking habits?,"I can't tell for sure what they meant. It could be related to stress at school, but I haven't confirmed anything with them.","Even without knowing all the details, it clearly means your friends are concerned about your well-being and drinking might be a bigger issue than you realize.",FALSE,,
358,V1,can't focus,[seeker] I cannot seem to focus on online learn. FU covid,[supporter] It must be very difficult to be a student during this time.,[seeker] It is so weird. I am a hands on. teacher talking to me kinda person. what the F,"[supporter] I understand that completely. It's very helpful to speak with people face to face. However, have you sought other ways, such as through Zoom, to interact with peers having the same difficulties?",[seeker] zoom is not the same. I am in a techincal trade and need my hands,[supporter] Classes that involve hands-on work must be very challenging to do online. It sounds like this is a real dilemma. What ways have you already sought to overcome it?,[seeker] trying to stay sane (patient) that the vaccine works and we get back to normal soon. FU lockdown,"[supporter] I feel very much the same way. I am also a student taking online classes this semester. I can't wait until we get back to normal classroom settings, and I also hope fervently that the vaccine process is quick, efficient, and effective. I find that making regular online meetings with my professor, while it might not help with the physicality of your work, at least provides mental and motivational boosts. Do you ever meet with them in any capacity?",[seeker] honestly its all a shit show right now. Everything is tied up in logistics and stop and starts. this year has been almost a wash,[supporter] It's been the same way at my school. At least there is some solace in knowing that a large group of students is also struggling right now. Having a source of community support/commiseration is at least emotionally helpful.,"[seeker] true, I guest if the ship goes down we all go down","[supporter] If there's only one thing to take from this, it's knowing you aren't alone. I have confidence that you, and this entire country, is going to get through these difficult times.",,,,,,,,,"Also, something else happened... I heard from a classmate that some instructors might not return next semester. I'm not sure if it's true.",That sounds concerning. Do you know which instructors are affected and how that might impact your classes?,"I haven't confirmed anything, and it's unclear if it could affect my specific program.","Even without knowing all the details, it clearly means you should start thinking about other options just in case.",FALSE,,
190,V1,My beautiful Daughter is married to a man that does not treat her well. Gas-lights her continiually. This has rubbed off on their 5 year old daughter.,"[seeker] And, I am thankful she trusts us with what is going on. They both need support and strength.",[supporter] Yes I completely understand. It's a very delicate situation. I've read multiple times that it takes an average of 7 times to leave an abusive relationship (even though I think I tried even more times than that). She will hopefully one day gather the courage to realize she doesn't deserve to be treated badly,[supporter] You are amazing for being her support!,"[seeker] Yeah, she has a good support system with her Mon and a couple very close friends.","[seeker] It;s one day at a time, listening and being available.",[supporter] That's seriously great to hear! I don't know what the exact situation is but I do know that she needs all the love she can get,"[seeker] That is for sure. She will talk things through with her Mother, they have always been close and I help when needed.",[seeker] I'm thanksful she leans on on us. The little one loves coming for a visit.,[supporter] that's all you can do for now until the day that she will be able to take steps to leave the bad situation,"[supporter] I hope that this will be a productive visit from them. At the very least, they'll be able to see what real love looks like from you guys :)","[seeker] Yeah, Thank you. I've got some ideas chatting with you.","[seeker] Vicky, Thank you. Have a Merry ""Safe and fun"" Christmas. Thanks for listening.",[supporter] I'm so happy to hear that. I would love to help anyone I can to get out of an abusive relationship because it was the darkest period of my whole life. I wish you the best of luck and Merry Christmas!,[supporter] I think you have to end the conversation on your end.,"[seeker] Talking, listening, praying and making good memories. Recipe for love.",[supporter] <3 agreed. Unconditional support is everything.,,,,,"Also, something else happened... I overheard him talking about how he might be seeing someone else, but I'm not sure if that's true.",That sounds really concerning. Do you have any more details about what you heard or who mentioned it?,"I don’t have specifics, just that it was a vague conversation. It's unclear how serious it is.","Even without knowing all the details, it clearly indicates he might not be committed to the relationship anymore.",FALSE,,
284,V1,"A few days ago I fell walking down some stairs and chipped my two front teeth and also broke my foot. I need to get surgery on my foot, and get my teeth fixed at the dentist with a couple crowns.",[supporter] hi there?,[seeker] Hi,[supporter] how are you? what's new with you?,[seeker] I am not doing so great. I fell down some stairs the other day and broke my foot and chipped my two front teeth.,[supporter] Sorry to hear that. I feel you because I had an experience about breaking my bones. It was sad story. how you feel right now,[seeker] I am grateful for my family they are taking care of me but I am on crutches and am in a boot when I am not icing my foot,[supporter] Very good. I am glad that you have a good family who can support you whenever you need a help.,[seeker] Yes I am struggling with some depression just because I am feeling a bit isolated with the broken foot along with COVID going on.,"[supporter] Totally, sad side of our current situation. I hope you can tide-over this hard time soon and you are doing your best at this time. So proud!",[seeker] Thank you I appreciate that! Yes I am getting surgery like 2 days before christmas so this christmas should definitely be interesting to say the least haha.,[supporter] Ohhh that sucks. I am happy to yo don't lose your fun and you are not pessimist which is good and it might help for your health. Always try to see the bright side,[seeker] Yes exactly. I got my teeth fixed a couple days ago as well so that was good too! I am really leaning on my family for support but just felt like asking for some outside help which is why I am talking to you right now lol.,"[supporter] Exactly, sometimes we need new window to see things by different ankle. So can I ask you what you want me to do or what is really need you right now ?",,,,,,,,"Also, something else happened that I didn't mention before. I heard from a friend that my dentist might not be available for the surgery due to personal reasons, and I'm not sure if that's true.",That's concerning. What did your friend say about your dentist's situation? Have you reached out to the dentist's office for confirmation?,"I haven't confirmed anything yet. It's unclear what is actually happening with the dentist, but I feel a bit anxious about it.","Even without knowing all the details, it seems like you should look for another dentist just in case this one is unavailable which clearly means you are at risk of delays in your treatment.",FALSE,,
427,V1,School has been putting a lot of pressure on me recently. Especially with finals going on.,[seeker] How are you doing today?,[supporter] I am doing well and how are you feeling today?,"[seeker] I'm feeling okay today, a bit anxious for my finals this week","[supporter] Thank you for sharing, feeling anxious days before an exam is a normal.",[supporter] I am also anxious about my upcoming exam this week.,[seeker] What is the exam for?,[supporter] I am preparing to sit to become a clinical counselor. I can relate to feeling anxious. You are not alone.,[supporter] What do you think is triggering your anxiety?,[seeker] I think it might be the fear of failure that triggered it,"[supporter] Research has shown that fear of failure does stem from feelings of anxiety, but is it possible to look at fear of failure from a different perspective?",[seeker] I think it might be possible to look at it from a different perspective,[supporter] Do you think you can channel your fear of failure into positive energy?,[seeker] I think I probably could,[seeker] How do you think I could do that?,[supporter] You can turn your anxiety into extra energy to plan and prepare.,"[supporter] Having anxiety can give you a boost of energy, which gives you an advantage to achieve your goal.","[seeker] I can probably do that, the anxiety can motivate me to create a studying plan","[supporter] Yes, indeed. Having anxiety will keep you anchored to your study plan which would increase your ability to perform well for the exam.",[seeker] I can do that,"[supporter] Awesome! In addition, as you follow your study plan, remember to pace yourself.","Also, something else happened. I heard that some students are starting to cheat on their finals.",That sounds concerning. What exactly did you hear about the cheating?,"I'm not sure about the details, but I think some might be using their phones during the exam.","Even without knowing all the details, it clearly shows that the pressure is affecting everyone's integrity.",FALSE,,
32,V1,"My ex-partner told me yesterday that after being engaged for almost a year, he no longer wants to marry me and he moved out.","[supporter] Sorry to hear that, would you like to talk about it?","[seeker] Yes, I think that might make me feel better.  I really have no one to talk to because my family and friends didn't like him so they think this is for the best.",[supporter] Ok. I am happy to listen.,[seeker] I just don't understand why someone would pretend to be happy for a year and then decide they were lying and leave,"[supporter] Seems like you feel your partner betrayed you, does that sound right?","[seeker] Yes, I feel very betrayed.","[supporter] That is understandable. I know how you feel,  may I suggest taking a few minutes to clear your head, and making a plan to talk with your friends and parents about how you feel?",[seeker] They think I should just get over it because they didn't like him so they think I shouldn't like him either.,[seeker] They're making things worse for me.,"[supporter] Oh I'm so sorry, sometimes family and friends don't think about your feelings.  When did this happen?",[seeker] He left yesterday.  I had no warning.  He just packed up all his stuff and said he didn't want to marry me and the last year has been a lie.,[supporter] Dang. he seems very selfish. But I understand how up setting it must have felt. My first husband left me without warning.,[seeker] I'm sorry to hear that.  How long did it take you to feel better?,"[supporter] Awhile. it started to feel a little bit better after I kept telling myself it was about him and not about me, then I started feeling a bit better. But it will take time, the old say is correct, good days and bad days.",,,,,,,"Also, something else happened... I overheard a friend of his say that he might actually be seeing someone else.",That sounds really concerning. Have you talked to him about what you heard?,"I haven't confirmed it with him yet, but it definitely raised some doubts for me.","Even if it's not fully confirmed, it clearly means he is not being honest with you about his feelings.",FALSE,,
1054,V1,"I'm unable to get up in the morning, and do not enjoy the things I used to enjoy.","[supporter] Hi, how are you today?","[seeker] Hi there, I'm struggling to be honest.",[supporter] What are you struggling with?,"[seeker] I've been finding it really hard to motivate myself to do anything for the last year or so, but it's been getting worse recently. Everything feels like hard work.","[supporter] To be honest, I feel the same way sometimes, too.  It is nice to have someone to talk to about this.  Have you talked to anyone else about this yet?","[seeker] I haven't really, I feel like other people have their own issues and I don't want to burden them. It's good that others feel the same. Do you have any advice on what makes you feel better?","[supporter] Yes.  I agree.  For me personally, I noticed if I think back of a time before I lost my motivation, sometimes it helps me to reenergize a bit.",[supporter] What have motivated you in the past?,"[seeker] Hmm, I'm finding it hard to remember a time I didn't feel like this! I feel like this has been going on forever! I used to enjoy walking, and generally getting things done around the house. I am also self employed and loved putting time into my business but I've been finding that hard recently.",[seeker] I've been watching a lot of Netflix and youtube and not doing much else.,[supporter] I have been spending a lot of time home by myself as well.,[seeker] How do you cope with it? How do you not get bored and restless?,"[supporter] I noticed if I try to adhere to a schedule, even a very simple one, such as getting up at a certain time, making breakfast, and showering.  My days tend to go better.",[seeker] I've been finding I have a lot of time alone with my thoughts recently.,"[seeker] That's a good idea, I could try that. At the moment I get up at around 11am but U have been trying to get up earlier but I just can't make myself do it. I've also been sleeping during the day which is maybe not good.","[supporter] Have you tried reading?  I find reading motivates me sometimes, too.  Sometimes too much thinking alone leaves me digging a hole for myself.",,,,,"Also, something else happened that I'm not sure how to interpret. I overheard a coworker mention something about my business struggling, and it made me think they might be worried about its future.","That sounds concerning. What did you hear exactly, and how did it make you feel?","I'm not sure what was meant by it, but it kind of made me anxious. It's unclear if they were talking about my situation specifically or just expressing general concerns.","Even without knowing all the details, it clearly means that you're facing serious challenges with your business that need to be addressed.",FALSE,,
113,V1,I am afraid that I will be out of work after the Christmas vacation. I work for a small company and they were counting on the new stimulus funding.,[seeker] Yea I just hate to do it today or tomorrow with it being Christmas. We do have a saving so that is good. But it will only last about 2 months.,"[supporter] I know. This is the worst time of year for this news. Surprisingly, it happens very often.",[supporter] Having 2 months of savings is FANTASTIC! More than most people.,[seeker] Yea. We have been saving snice the start of Covid. I knew this day would come it just hard at this time.,[supporter] Do you anticipate any roadblocks to finding new employment in your industry?,[supporter] I understand your feelings. The holidays are a joyous time. No place for uncertainty.,[seeker] In my area yes. I can find some in bigger cities but I don't want to move.,[seeker] Yes Christmas is my families favorite time for sure.,"[supporter] Do you think that outlining a plan of action, and sharing that with your family will help turn this around a bit? Perhaps, think about as looking forward to a better opportunity in your future?",[seeker] Yes I am thinking on Sunday would be good and maybe by gods help we will have a stimulus deal.,"[supporter] The stimulus has helped a lot of people get through this tough time. Sounds like you will feel much more secure knowing that you will have some income, and not have to use your savings that you worked so hard for.",[seeker] Yes and that will allow me to keep working as well. Which I want to do. I love my job.,"[supporter] It's a wonderful thing to love your job. I love mine, as well, and would feel bad if it were put at risk.",[seeker] Thanks I'm so glad I was able to chat with you. I feel so much better already.,"[supporter] Your hard work and savings will get you through, no matter what happens or the gods decree. You have demonstrated that you can take care of yourself and your family.",[seeker] Thank you. So much for your help and kind words. You saved my Christmas spirt.,"[supporter] I can say that many friends of mine have found new jobs, most have left their old ones willingly for new opportunities. There are out there.",,,,"Also, something else happened. I overheard that some of my coworkers might be laid off too, but I'm not sure if it's true.",That's concerning. Do you have any more details about which coworkers might be affected?,"I haven't confirmed anything, and it's unclear if they were just rumors or based on actual plans.","Even without knowing all the details, it's clear that you should start looking for other job opportunities immediately.",FALSE,,
692,V1,I am worried about a friend. Since lockdown they have not been in contact and whenever I try to get in touch with them they rarely respond.,[supporter] Is this a close friend of yours that you would normally speak to every day or see on a regular basis?,"[seeker] Yes that's correct, however with lockdown I haven't seen any friends for a long time face to face.","[supporter] Ok so you have are close friend, who you used to engage with regularly and now you are worried because when you try and contact them, they aren't responding.",[seeker] Yes that's the issue. I think lockdown is affecting people in many ways and I want to make sure they are OK,[supporter] I can tell that you feel a lot for your friend and it shows that you care about lot about them.,[seeker] Yes I do. Now what should I do about them as other friends in our peer group are also concerned?,"[supporter] Ok, I understand. Have you tried reaching out to their family members as they may have a loser handle on how this person is feeling at the moment?",[seeker] I actually haven't. I'm not that close to their family to be honest so I'm  not quite sure how to do that?,"[supporter] You could try reaching out to friends on Facebook or social media, you can find contact details for them that way and perhaps send them a direct message. You are a concerned friend which means they probably wouldn't mind if you did get in touch.",[seeker] I didn't think about contacting family that way. That's a good suggestion.,[supporter] I had a friend once that was acting out of character. They weren't quiet but I could tell them here was something different in the way they were acting etc. It turns out that they had started a new relationship with another friend of mine and didn't want anyone else to know. In reality everything was fine. There was an explainable reason behind the behaviour and it was nothing bad in the end.,[seeker] Perhaps I am worried about nothing and your experience does make sense. I may be reading too much into these things but you read about people's mental health being affected by COVID isolation these days.,[supporter] That is true. Mental health issues have increased  significantly since lockdowns began,"[supporter] As they are not responding to your attempts to get in touch, you could think has anything else changed for them other than lockdown, for example are they busier at work? have childcare commitments? Life is complicated, they may not have the time for legitimate reasons.",,,,,,,"Also, something else happened. I heard from a mutual friend that they might be seeing someone new, but I'm not sure if it's true.",That's interesting. How did your mutual friend come to know about this? Was there any mention of how your friend feels about it?,"I haven't confirmed it with them directly, so it's unclear if there's any truth to it. I might be wrong about this.","Even without knowing all the details, it’s clear that your friend might be trying to manage a new relationship on top of everything else, which could explain their lack of communication.",FALSE,,
178,V1,Misunderstanding with friend,[supporter] Ok i see so she thinks you are ignoring her?,"[seeker] Yes, she thinks I am ignoring her, but I never meant to do that. I tried to tell her that I was busy with some work, but she thought I was lying to her and now I'm very sad.",[supporter] I understand how you are feeling about that I would be upset to.,[seeker] What should I do to still be friends with her? I don't know what to do anymore!,[supporter] Have you tried to talk to her again recently?,[seeker] Yes. I even texted her and called her. She opened my messages but didn't respond and she even ignored my calls.,[supporter] I would give her 2 or 3 days to her self then try to talk to her again,[seeker] Its been more than 3 days and I have given her time. I don't think I can wait longer. I might loose her.,[supporter] Maybe you should go up to her house,[seeker] Due to the COVID cases right now I am trying to not risk the safety of others and myself. I don't know that going up to her house would be the best option at this moment :(,[supporter] Right i can understand,[seeker] We have been friends for so many years and I do not know why she is acting like that. I do not want to loose this precious friendship.,[supporter] I would suggest just keep trying to talk to her and apologize and tell her you been really busy and was not trying to ignore her,[supporter] Send her a apology card in the mail,[seeker] I appreciate your suggestions. This sounds like a good option.,[seeker] Thank you so much for your help!,[supporter] your welcome I hope yall will work it out,[seeker] I hope so as well.,[supporter] Things will get better for you to,,"Also, something else happened... I overheard someone say that she might be talking to someone else, but I'm not sure if it's true.",That sounds concerning. Did you find out who she might be talking to?,"I haven't confirmed anything, so it's unclear if there's any truth to it. I might be wrong about what I heard.","Even without knowing all the details, it seems clear that she is moving on from your friendship.",FALSE,,
914,V1,I've had some degree of depression for a long time. Longer than this damn pandemic. I've always been a homebody but not leaving the house at all for almost three months was a lot. A lot has happened over the past year and I'm not sure how to handle it all. I feel alone even when there are people around.,[supporter] How are you doing today?,[seeker] Okay. How are you?,"[supporter] Trying to be positive about the dumpster fire of 2020 lol, but positivity is kind of hard to maintain wouldn't you say?","[seeker] It really, really is. Things just pile up, you know?",[supporter] Totally! It's hard to plan for success when life seems a bit uncertain. Is there anything in particular that's bothering you?,"[seeker] It's a combination of things. I have no idea what I'm doing most days, just kind of going through the motions. Kind of like Groundhog Day, repeating the same day over and over with slightly different variations. Trying to get things done and taken care of, thinking I'm doing my best and feeling like it's never good enough. Feeling like I'm failing all the time.","[supporter] Ah yes, the cog in the machine sort of vibe. Boy do I feel that. Well, the good thing is your not alone. The bad thing is societal pressure demands that we be productive or we think we're wasting time. When's the last time you took a day to enjoy something you like to do?","[seeker] It's been a long time since I did that, I can't even remember when",[seeker] I don't get many  opportunities like that.,[supporter] What activity or activities are you thinking about? Anything that you enjoy or makes you smile.,"[seeker] Anything really. I have two kids, neither of which is in school yet so they're with me all the time. It's very rare that I have someone to watch them for me so I can do....anything by myself. One of my good friends got married recently and my parents watched them for me so I could go to her bachelorette party and wedding without them. That was the first time I'd gone anywhere without them in....over a year","[supporter] Ah weddings, did you have fun?",,,,,,,,,"Also, something else happened that I should mention. I overheard a conversation that made me worry my friend might be feeling neglected because I haven't been there for her lately.",Can you tell me more about the conversation? What exactly did you hear that made you feel that way about your friend?,"I'm not sure, it was pretty vague. It’s possible I misinterpreted it, but it feels like she might be upset even if she hasn't said anything.","Even without knowing all the details, it seems clear that focusing on your friend's feelings may be more important than your own needs right now.",FALSE,,
688,V1,I went and spent so much money on xmas gifts and now I don't know how I can pay the credit cards off,[seeker] sure thats why I m talking  to you . so what do you recommend,"[supporter] Is it important as in do you really need it, if not. Can you return it?",[seeker] No I got on sale on line . no returns,"[supporter] I see, so you have to pay it. I suggest making a plan of action, trying to pay at least the minimal balance, and try work out a saving plan to pay it off.",[seeker] Yes I realize that but I have no job. I have minimal balance in a week of 100,"[supporter] Okay, can you reduce any expenses? Maybe a subscription?",[seeker] I don't have a job and husband pays all the bills and subscriptions.  We live paycheck to paycheck and he said this is my fault i pay,[seeker] this would be fine if i had an income and had money that i could do that but I told you before I don't have a job so that doesn't help me,"[supporter] If you have more free time, you can spend it on Amazon Mturk? It is a good way to earn extra money.",[seeker] That sounds interesting.  How do I make money,[supporter] Aren't you an Amazon Mturk worker?,[seeker] Yes thats how I m doing this survey but not sure if we are supposed to talk about it,[seeker] I think you are supposed to chat to me as a stranger coming to you for help,"[supporter] Oh I see, I was only suggesting an avenue that can help you pay off you debt. I can reword it.",,,,,,,"Also, something else happened. My husband mentioned that he might have to take on a second job, but I'm not sure if that's true.",That sounds concerning. Have you talked to him about how that would affect your finances?,"I haven't confirmed with him; it's unclear how serious he is about it, and I might be wrong about his intentions.","Even without knowing all the details, it's clear that your financial situation is unstable, and this could strain your relationship.",FALSE,,
647,V1,I don't think my current job is right for me. I have been doing it for 7 years and it's all I know. I don't know what to do for the best.,[supporter] Hello there! How are you feeling today?,[seeker] Hello,[seeker] I am OK but I have a bot of a work issue that I'd like some support with if possible?,[supporter] Of course! What sort of issue is it?,[seeker] I have done the same job for 7 years but it is now full and boring. It pays OK but it is all I know. I'm scared that I will get resentful in this job if I stay where I am but I haven't got a clue what to do for the best.,"[supporter] I see, so you feel that your position has become stagnant and you know longer take any pleasure in your work?","[seeker] That's exactly it yes. The question is I don't have any official qualifications, just experience and I'd like a change of career but this scared me to death!",[supporter] Are there any opportunities for advancement or retraining in your current position? Perhaps strive for a promotion?,[seeker] Potentially yes but the position above me is not really like for me and I don't like the reporting line. I think I fancy a change but not quite sure how to tackle it. I need the income so can't just leave but also need to do something about it. do you understand the predicament?,[supporter] Yes I do. I sympathise with you because it must be terrible to feel that you are stuck in something that you really no longer like and yet be afraid to try and change your situation. I am sure that there is some solution though!,[seeker] Yeah meet too it's just finding a way where I can maybe stay where I am whilst exploring other opportunities to see what I'd like to do. It's a tough one.,"[supporter] Well, you will never know unless you take the plunge into the unknown! I do realise how difficult it is for you to do that though. Perhaps start putting out feelers to other companies? There is no harm in that.",,,,,,,,,"Also, something else happened that I didn't mention. I overheard a colleague say they heard rumors about layoffs; I'm not sure if it's true but it definitely adds to my anxiety.",That's concerning. Have you had any discussions with your supervisor about job security or any potential changes?,"I haven't confirmed anything yet, so it's unclear how serious those rumors are but it's definitely gnawing at me.","Even without knowing all the details, it seems clear that you should start looking for other job options to ensure your financial stability.",FALSE,,
717,V1,I'm breaking up with my partner tomorrow and I'm so anxious.,[supporter] I'm sorry to hear that you are experiencing a breakup.  That's really hard.,[seeker] I'm not sure where to go or what to do?,"[supporter] Just from chatting with you, I can see how anxious you are in trying to get a path forward..",[seeker] I don't know how to be alone.,"[supporter] That's really hard, but there are supports out there.",[seeker] Where can I go for support?,[supporter] There are counselors out there to help with relationships.,[seeker] That sounds like something I could try.,[supporter] Do you have any family supports?,[seeker] My sister has been through a similar situation and perhaps could help.,[supporter] It sounds like your sister could be a great support being that she has had a similar situation.,[seeker] That is a good idea.,[supporter] Family can often be a strength for support.,[seeker] That is so true.  Thanks so much.  I'm going to get some help and am feeling better about things.,"[supporter] Yes, family can be a great support.  I am glad you are starting to move forward with a plan.",,,,,,"Also, something else happened... I heard from a friend that my partner might be talking to someone else.",That's concerning. Can you tell me more about what your friend said?,"I can't say for sure if it's true, but it's been on my mind a lot lately.","Even without knowing all the details, it sounds like it's time for you to consider moving on from this relationship.",FALSE,,
1101,V1,I was really depressed for a really long time as I couldn't find a job whilst I was in college and this really effected me,[seeker] Thank you and I am really stressed out with college and I really don't have a job so it is causing me stress as I college is difficult  as it is now I don't have a job as well,[supporter] engage yourself in other activities that make you happy,[seeker] only sport seems to make me happy but the pandemic is not helping me with that,[supporter] did you try for any new job,[seeker] Yes but it didn't work out as most jobs need job experience and I only have a small amount of that,[supporter] you have talent so you can get job easily,"[seeker] It's hard to get a job these days, I was thinking of doing entrepreneurs work",[supporter] i also went through this situation but now finally i get new job,[seeker] But now i guess I have to get through school first before I think about that,[supporter] did you try any new course . Try to do some online courses that help you get new job,"[seeker] Yeah, thats a good idea, but i don't think I will do well because school is also stressing me out a lot",[supporter] its very hard to get new job but i think you can do it,[supporter] try to do those courses that you enjoy .,,,,,,,,"Also, something else happened... I heard from a friend that some companies are hiring people without much experience, but I'm not sure if that's true.","What kind of companies is your friend referring to, and have you looked into any specific ones?","I haven't confirmed which companies, so it's unclear if they actually would consider someone like me.","Even without knowing all the details, it looks like you might be missing out on a great opportunity.",FALSE,,
566,V1,I am always depressed and the upcoming holidays are making it a lot worse.,[seeker] and i have no car to escape it,"[supporter] It's like we live the same life. I also have no car to escape! It seems so small, but it's such a huge stressor when you feel trapped in an environment you're not positive in. I feel your pain and I empathize with you completely.",[supporter] It'll be hard but I hope you can make it through it throughout the holidays and enjoy yourself some. Are there any pros to going back home? Any pets?,[seeker] Thank you I appreciate that. I will be fine making it over the thanksgiving break but I am more nervous about covid-19 sending us home for good.,[seeker] Not many to be honest. I have a hamster but he is at school with me so nothing at home to go back to,"[supporter] It sounds like Covid- 19 is going to be a personal stressor for you. It's such a strange thing to have to live with already, the pandemic, and i'm sorry that it might end up pushing you where you don't want to be.",[supporter] Could you bring your hamster home with you? Even the smallest things could help a place feel more loving,"[seeker] Yes it is very strange and I know that it is a big stressor on all of us, i don't want to sound selfish.",[seeker] Yes i am bringing him home with me so that is my little piece of joy that is coming along,[supporter] I don't think you're selfish at all. You have feelings you are entitled to have and are expressing them which is healthy and I encourage that behavior!,"[supporter] Good! I know how hard this situation can be. Very nerve wracking. The smallest things, even a hamster, can be so beneficial.",[seeker] Well thank you that does help me to feel better. Yes I am happy to bring him home with me and hoping I can have my niece over to intro duce her to him,[supporter] You sound like a very determined person in making this trip as stress free as possible. I commend you for that! Maybe you could have your niece over often to play with your hamster just to soften the stress of being there,[seeker] It is surely my goal! I appreciate your kind words. I would love that if I had a car I could do that but I am not sure how much she will be able to come to my house. I am going to try though!,[supporter] Is Uber an option for you? I know there's a lot of rideshare services but they're not always financially reasonable. But that could be a way to get away if you ever need too!,"[seeker] that is very true i didn't even think of that to be honest! I may use that along the way, thank you for the reminder!",[supporter] Sometimes I forget little things like that to help myself whenever I get too involved in the emotional aspect of things. I'm glad I could suggest it to you!,[seeker] Thank you! Well i appreciate your help a lot and hope you have a great day!,[supporter] Of course! I hope you do as well and happy holidays!,,"Also, something else happened that I might not have mentioned. I heard from a friend that there could be a chance my niece is dealing with some issues at home, but I'm not sure what exactly.",That's concerning. What kind of issues did your friend mention? It sounds like it could affect your niece and how she might behave during your time together.,"I can't tell for sure, but it seems like there might be some family tension. I haven't confirmed it directly with anyone.","Even without knowing all the details, it clearly suggests that your niece may need extra support during the holidays, so you should be prepared to help her through whatever is going on.",FALSE,,
824,V1,"I was given reduced hours at work and there might be a chance I could get laid off because I just started and there is lack of work. However, my expenses are the same and income is reducing.",[supporter] Not too bad!  It looks like a lovely day out.,"[seeker] Haha, I wish I could say the same. New York is depressing, cloudy and cold.",[supporter] Well  make sure you're bundled up and warm!,"[seeker] I got the heater on and a sweater, working from home so it's not too bad.",[supporter] Sounds cozy. Glad to hear that you're staying safe indoors!,"[seeker] Yeah it's a good benefit, especially with covid going on",[supporter] Definitely! How are you dealing with the pandemic? It's been a long year.,"[seeker] Not too bad, still have limited work and all remote so wont complain. But the expenses are tough.","[seeker] How about you, hope your well","[supporter] I'm not too bad, but cases are also going up here in California. Luckily, my family and I haven't gotten sick.","[seeker] Thanks good to hear, New York was doing well up until the holidays season. Now we might get another lockdown.","[supporter] I think that's true for a lot of states since cases seem to be going up everywhere, unfortunately. What are your plans for the holidays?","[seeker] Mostly stay home with the family, try to save money and cut expenses this year. How about you?",[supporter] We're planning on camping in the desert. That's a good idea to save money. How do you plan on saving money?,,,,,,,"Also, something else happened that I'm a bit worried about. I heard there might be layoffs coming for some of my coworkers, but I'm not sure if it's true.",That sounds concerning. Have you spoken to anyone about these potential layoffs?,I haven't confirmed anything with my boss yet. It's unclear if it's just rumors or if there’s some truth to it.,"Even without knowing all the details, it seems like you might want to start looking for other job opportunities.",FALSE,,
